DEPREG,MUPREG,MESREG,AÑOREG,DIAOCU,MESOCU,AÑOOCU,DEPOCU,MUPOCU,EDADHOM,EDADMUJ,PPERHOM,PPERMUJ,NACHOM,NACMUJ,ESCHOM,ESCMUJ,CIUOHOM,CIUOMUJ
1,0108,9,2017,27,1,2017,1,0108,999,999,9,9,320,320,9,9,97,97
1,0101,9,2017,18,7,2017,1,0101,999,999,9,9,320,320,9,9,22,97
1,0101,3,2018,4,9,2017,1,0101,999,999,9,9,320,320,9,9,26,97
8,0802,9,2017,6,7,2017,1,0101,999,999,9,9,222,320,9,9,26,97
1,0101,9,2017,19,7,2017,1,0101,999,999,9,9,320,320,9,9,31,97
18,1802,2,2018,11,7,2017,1,0115,999,999,9,9,320,320,9,9,71,97
1,0101,5,2017,24,2,2017,1,0101,999,999,9,9,320,320,9,9,72,97
1,0101,10,2017,25,7,2017,1,0101,999,999,9,9,320,320,9,9,72,97
1,0101,5,2017,3,4,2017,1,0101,999,999,9,9,320,320,9,9,75,97
1,0101,9,2017,17,5,2017,1,0101,999,999,9,9,320,320,9,9,75,97
2,0201,1,2018,20,11,2017,1,0101,999,999,9,9,320,320,9,9,92,97
15,1501,1,2018,1,9,2017,1,0104,999,999,9,9,320,320,9,9,92,97
1,0101,7,2017,30,5,2017,1,0101,999,999,9,9,320,320,9,9,97,97
1,0114,7,2017,29,5,2017,1,0114,999,999,9,9,320,320,9,9,97,97
4,0401,8,2017,23,5,2017,1,0101,999,999,9,9,320,320,9,9,97,97
1,0101,10,2017,3,2,2017,1,0101,999,999,9,9,320,320,9,9,97,97
1,0117,11,2017,18,9,2017,1,0101,999,999,9,9,320,320,9,9,97,97
1,0101,12,2017,2,10,2017,1,0101,999,999,9,9,320,320,9,9,97,97
1,0101,1,2018,25,10,2017,1,0115,999,999,9,9,320,320,9,9,97,97
1,0101,2,2018,23,11,2017,1,0108,999,999,9,9,320,320,9,9,97,97
10,1001,4,2018,19,12,2017,1,0108,999,999,9,9,320,320,9,9,97,97
1,0101,5,2017,28,4,2017,1,0101,999,999,9,9,320,320,9,9,1,97
1,0101,9,2017,14,7,2017,1,0101,999,999,9,9,320,320,9,9,1,97
1,0101,12,2017,27,7,2017,1,0101,999,999,9,9,320,320,9,9,21,97
1,0101,6,2017,28,4,2017,1,0108,999,999,9,9,320,320,9,9,21,97
1,0101,4,2017,23,1,2017,1,0115,999,999,9,9,320,320,9,9,21,97
1,0101,1,2018,31,10,2017,1,0101,999,999,9,9,320,320,9,9,21,97
21,2101,8,2017,29,6,2017,1,0101,999,999,9,9,320,320,9,9,23,97
18,1802,7,2017,25,5,2017,1,0101,999,999,9,9,320,320,9,9,23,97
1,0101,11,2017,31,10,2017,1,0108,999,999,9,9,320,320,9,9,23,97
1,0101,3,2017,24,1,2017,1,0101,999,999,9,9,320,320,9,9,24,97
1,0101,2,2018,24,2,2017,1,0101,999,999,9,9,320,320,9,9,25,97
1,0101,5,2018,20,7,2017,1,0101,999,999,9,9,320,320,9,9,25,97
1,0101,8,2017,1,6,2017,1,0101,999,999,9,9,320,320,9,9,26,97
1,0101,6,2017,17,1,2017,1,0101,999,999,9,9,320,320,9,9,26,97
1,0101,7,2017,31,5,2017,1,0101,999,999,9,9,320,320,9,9,31,97
1,0101,1,2018,25,10,2017,1,0101,999,999,9,9,320,320,9,9,31,97
1,0115,6,2018,3,7,2017,1,0115,999,999,9,9,320,320,9,9,31,97
1,0101,5,2018,30,10,2017,1,0101,999,999,9,9,320,320,9,9,31,97
1,0101,9,2017,31,7,2017,1,0101,999,999,9,9,320,320,9,9,31,97
1,0101,9,2017,20,3,2017,1,0101,999,999,9,9,320,320,9,9,31,97
20,2002,11,2017,6,7,2017,1,0101,999,999,9,9,320,320,9,9,33,97
1,0101,9,2017,2,8,2017,1,0101,999,999,9,9,320,320,9,9,33,97
1,0101,3,2017,20,2,2017,1,0101,999,999,9,9,320,192,9,9,33,97
1,0101,12,2017,29,8,2017,1,0101,999,999,9,9,320,320,9,9,34,97
1,0101,9,2017,13,7,2017,1,0101,999,999,9,9,320,320,9,9,34,97
1,0101,4,2018,20,12,2017,1,0115,999,999,9,9,320,320,9,9,35,97
1,0101,6,2017,12,5,2017,1,0108,999,999,9,9,320,320,9,9,35,97
1,0101,9,2017,22,6,2017,1,0101,999,999,9,9,320,320,9,9,35,97
1,0101,4,2017,8,2,2017,1,0101,999,999,9,9,320,320,9,9,41,97
1,0115,10,2017,16,1,2017,1,0101,999,999,9,9,320,222,9,9,43,97
1,0101,3,2017,30,1,2017,1,0101,999,999,9,9,320,320,9,9,43,97
1,0101,4,2017,10,3,2017,1,0108,999,999,9,9,320,320,9,9,43,97
1,0101,6,2017,3,4,2017,1,0101,999,999,9,9,320,320,9,9,43,97
1,0101,8,2017,1,3,2017,1,0101,999,999,9,9,320,320,9,9,43,97
1,0114,9,2017,10,4,2017,1,0114,999,999,9,9,320,320,9,9,43,97
1,0101,10,2017,9,3,2017,1,0101,999,999,9,9,320,320,9,9,43,97
16,1615,12,2017,3,11,2017,1,0101,999,999,9,9,320,320,9,9,43,97
1,0101,1,2018,12,10,2017,1,0101,999,999,9,9,320,320,9,9,43,97
1,0101,2,2018,13,12,2017,1,0101,999,999,9,9,320,320,9,9,43,97
1,0101,6,2017,15,5,2017,1,0101,999,999,9,9,320,840,9,9,43,97
1,0101,2,2018,6,3,2017,1,0101,999,999,9,9,320,320,9,9,51,97
1,0115,7,2017,27,2,2017,1,0115,999,999,9,9,320,320,9,9,52,97
1,0101,7,2017,1,6,2017,1,0101,999,999,9,9,320,320,9,9,52,97
1,0101,8,2017,17,4,2017,1,0113,999,999,9,9,320,320,9,9,52,97
1,0101,9,2017,11,8,2017,1,0101,999,999,9,9,320,320,9,9,52,97
1,0101,10,2017,11,9,2017,1,0101,999,999,9,9,320,320,9,9,52,97
1,0101,2,2018,19,10,2017,1,0101,999,999,9,9,840,320,9,9,52,97
1,0101,5,2017,13,3,2017,1,0101,999,999,9,9,320,320,9,9,52,97
1,0101,5,2017,12,1,2017,1,0101,999,999,9,9,320,320,9,9,52,97
5,0513,7,2017,17,4,2017,1,0108,999,999,9,9,320,320,9,9,52,97
1,0109,9,2017,15,6,2017,1,0101,999,999,9,9,320,320,9,9,52,97
1,0101,3,2018,11,9,2017,1,0115,999,999,9,9,320,320,9,9,52,97
1,0101,9,2017,22,5,2017,1,0101,999,999,9,9,320,320,9,9,71,97
1,0108,3,2018,3,11,2017,1,0108,999,999,9,9,320,320,9,9,72,97
1,0105,8,2017,24,7,2017,1,0105,999,999,9,9,320,320,9,9,72,97
1,0101,10,2017,10,7,2017,1,0115,999,999,9,9,720,320,9,9,72,97
3,0306,10,2017,7,4,2017,1,0101,999,999,9,9,320,320,9,9,72,97
1,0101,2,2018,26,10,2017,1,0101,999,999,9,9,320,320,9,9,72,97
1,0101,10,2017,28,7,2017,1,0115,999,999,9,9,320,222,9,9,72,97
1,0101,11,2017,21,6,2017,1,0101,999,999,9,9,320,320,9,9,72,97
1,0101,5,2017,2,3,2017,1,0101,999,999,9,9,320,320,9,9,72,97
1,0115,6,2017,1,6,2017,1,0101,999,999,9,9,320,320,9,9,73,97
1,0101,8,2017,28,7,2017,1,0101,999,999,9,9,320,320,9,9,73,97
18,1801,11,2017,28,8,2017,1,0101,999,999,9,9,320,320,9,9,74,97
1,0101,11,2017,5,10,2017,1,0101,999,999,9,9,320,320,9,9,75,97
1,0101,3,2017,15,2,2017,1,0101,999,999,9,9,320,320,9,9,81,97
2,0201,10,2017,3,8,2017,1,0101,999,999,9,9,320,320,9,9,81,97
1,0101,5,2018,19,10,2017,1,0101,999,999,9,9,320,320,9,9,83,97
1,0101,5,2017,27,2,2017,1,0101,999,999,9,9,320,320,9,9,92,97
1,0101,5,2017,20,3,2017,1,0115,999,999,9,9,320,320,9,9,92,97
1,0101,6,2017,14,2,2017,1,0115,999,999,9,9,320,320,9,9,92,97
1,0101,7,2017,25,5,2017,1,0101,999,999,9,9,320,320,9,9,92,97
1,0101,8,2017,7,6,2017,1,0101,999,999,9,9,320,320,9,9,92,97
1,0114,9,2017,29,8,2017,1,0114,999,999,9,9,320,320,9,9,92,97
1,0111,10,2017,1,9,2017,1,0101,999,999,9,9,320,320,9,9,92,97
1,0110,12,2017,12,10,2017,1,0110,999,999,9,9,320,320,9,9,92,97
1,0114,1,2018,14,9,2017,1,0114,999,999,9,9,320,320,9,9,92,97
1,0101,3,2018,14,11,2017,1,0115,999,999,9,9,320,320,9,9,92,97
1,0101,4,2018,28,12,2017,1,0101,999,999,9,9,320,320,9,9,92,97
1,0101,5,2018,27,12,2017,1,0101,999,999,9,9,320,320,9,9,92,97
1,0101,6,2018,9,2,2017,1,0101,999,999,9,9,320,320,9,9,92,97
1,0101,8,2017,27,1,2017,1,0101,999,999,9,9,720,320,9,9,92,97
1,0101,7,2017,2,2,2017,1,0101,999,999,9,9,320,320,9,9,92,97
1,0101,12,2017,21,6,2017,1,0101,999,999,9,9,222,320,9,9,97,97
16,1615,2,2017,20,1,2017,1,0101,999,999,9,9,320,320,9,9,97,97
1,0101,2,2017,20,1,2017,1,0101,999,999,9,9,320,320,9,9,97,97
1,0101,2,2017,10,1,2017,1,0101,999,999,9,9,320,320,9,9,97,97
1,0115,2,2017,3,1,2017,1,0115,999,999,9,9,320,320,9,9,97,97
1,0115,2,2017,24,1,2017,1,0101,999,999,9,9,320,320,9,9,97,97
1,0101,3,2017,12,1,2017,1,0101,999,999,9,9,320,320,9,9,97,97
1,0101,3,2017,25,1,2017,1,0101,999,999,9,9,320,320,9,9,97,97
4,0415,3,2017,2,2,2017,1,0101,999,999,9,9,320,320,9,9,97,97
1,0101,3,2017,27,1,2017,1,0101,999,999,9,9,320,320,9,9,97,97
1,0101,3,2017,16,1,2017,1,0101,999,999,9,9,320,320,9,9,97,97
1,0101,3,2017,21,2,2017,1,0101,999,999,9,9,320,320,9,9,97,97
1,0101,3,2017,8,2,2017,1,0108,999,999,9,9,320,320,9,9,97,97
1,0101,3,2017,24,1,2017,1,0108,999,999,9,9,320,320,9,9,97,97
21,2101,3,2017,9,2,2017,1,0115,999,999,9,9,320,320,9,9,97,97
1,0101,3,2017,19,1,2017,1,0101,999,999,9,9,320,320,9,9,97,97
