DEPREG,MUPREG,MESREG,AÑOREG,DIAOCU,MESOCU,AÑOOCU,DEPOCU,MUPOCU,EDADHOM,EDADMUJ,PUEHOM,PUEMUJ,NACHOM,NACMUJ,ESCHOM,ESCMUJ,CIUOHOM,CIUOMUJ
1,0101,11,2015,4,9,2015,1,0101,999,999,9,9,320,320,1,9,99,99
1,0101,11,2015,2,9,2015,1,0101,999,999,9,9,320,320,1,9,99,99
1,0101,1,2016,16,7,2015,1,0101,999,999,9,9,320,320,1,9,99,99
1,0101,7,2015,3,7,2015,1,0101,999,999,9,9,320,320,1,9,99,99
1,0101,6,2015,5,5,2015,1,0101,999,999,9,9,320,32,1,9,99,99
1,0101,11,2015,26,2,2015,1,0101,999,999,9,9,320,320,1,9,99,99
4,0415,8,2015,20,4,2015,4,0415,999,999,9,9,720,320,1,9,99,99
1,0111,10,2015,11,9,2015,1,0110,999,999,9,9,1043,320,1,9,99,99
1,0101,8,2015,24,6,2015,1,0101,40,39,9,4,320,320,1,5,99,21
12,1217,9,2015,23,6,2015,12,1217,50,41,9,4,320,320,1,9,99,99
8,0805,3,2016,9,10,2015,8,0805,999,50,9,1,320,320,1,4,99,23
1,0101,5,2015,10,4,2015,1,0101,999,31,9,9,320,320,1,4,99,43
16,1603,7,2015,4,2,2015,15,1504,28,28,9,4,320,320,1,4,99,98
11,1102,6,2015,6,4,2015,11,1102,21,20,9,4,320,320,1,4,99,98
9,0901,9,2015,24,7,2015,9,0901,25,28,4,4,320,320,1,4,99,98
1,0111,11,2015,25,6,2015,1,0111,51,47,9,4,320,320,1,4,99,98
1,0102,8,2015,3,8,2015,1,0101,37,23,9,9,840,320,1,4,99,98
13,1301,4,2016,15,10,2015,13,1301,999,37,9,4,320,320,1,4,99,99
22,2202,9,2015,5,8,2015,22,2202,999,31,4,4,320,320,1,3,99,52
16,1601,6,2016,17,7,2015,16,1609,52,51,1,4,320,320,1,3,99,98
15,1507,6,2015,22,4,2015,15,1507,999,999,9,4,320,320,1,3,99,99
15,1501,5,2015,18,2,2015,15,1501,41,41,4,4,320,320,1,3,99,99
15,1501,4,2015,18,2,2015,15,1501,41,41,4,4,320,320,1,3,99,99
13,1301,8,2015,8,4,2015,13,1301,58,48,4,4,320,320,1,3,99,99
9,0901,3,2016,6,7,2015,9,0901,999,37,9,1,320,320,1,3,99,99
4,0401,4,2015,16,3,2015,4,0401,999,41,9,4,320,320,1,3,99,99
22,2207,5,2016,4,12,2015,22,2216,42,37,4,4,320,320,1,2,99,98
19,1904,3,2016,30,12,2015,19,1904,999,26,4,4,320,320,1,2,99,98
15,1508,7,2015,26,3,2015,15,1508,31,25,9,1,320,320,1,2,99,98
9,0917,11,2015,22,6,2015,9,0917,41,36,9,4,320,320,1,2,99,98
9,0917,10,2015,10,6,2015,9,0917,999,30,9,4,320,320,1,2,99,98
9,0904,10,2015,20,8,2015,9,0904,999,36,9,4,320,320,1,2,99,98
9,0904,3,2016,5,6,2015,9,0904,999,40,9,4,320,320,1,2,99,98
4,0406,5,2015,2,3,2015,4,0406,999,36,1,1,320,320,1,2,99,98
6,0610,3,2016,20,11,2015,6,0610,999,999,4,4,320,320,1,2,99,99
1,0101,5,2015,27,3,2015,1,0115,41,33,9,9,320,320,1,1,99,81
22,2201,7,2015,27,5,2015,22,2201,28,30,9,9,320,320,1,1,99,98
14,1404,6,2015,10,4,2015,13,1301,999,52,9,4,320,320,1,1,99,98
11,1101,8,2015,8,7,2015,11,1101,999,27,9,9,320,320,1,1,99,98
1,0101,3,2016,30,10,2015,1,0108,999,999,9,9,320,320,1,1,99,98
1,0101,12,2015,2,10,2015,1,0108,999,999,9,9,320,320,1,1,99,98
1,0101,6,2015,14,4,2015,1,0108,999,999,9,9,320,320,1,1,99,98
3,0302,1,2016,28,8,2015,1,0108,999,999,9,9,320,320,1,1,99,98
1,0101,8,2015,22,6,2015,1,0107,999,21,9,4,320,320,1,1,99,98
1,0101,6,2015,20,5,2015,1,0101,24,24,9,9,840,320,1,1,99,98
1,0101,3,2016,25,3,2015,1,0101,999,999,9,9,214,320,1,1,99,99
1,0101,7,2015,26,5,2015,22,2217,999,999,4,4,320,320,1,1,99,99
22,2217,1,2016,17,11,2015,22,2217,999,999,4,4,320,320,1,1,99,99
22,2217,7,2015,30,4,2015,22,2217,999,999,4,4,320,320,1,1,99,99
22,2217,5,2015,24,4,2015,22,2217,999,999,4,4,320,320,1,1,99,99
22,2217,8,2015,13,4,2015,22,2217,999,999,4,4,320,320,1,1,99,99
22,2213,11,2015,1,10,2015,22,2213,33,25,4,4,320,320,1,1,99,99
22,2212,7,2015,5,5,2015,22,2212,999,999,9,9,320,320,1,1,99,99
20,2007,4,2015,3,3,2015,20,2007,999,999,4,4,320,320,1,1,99,99
1,0101,7,2015,30,4,2015,19,1904,999,999,4,4,320,320,1,1,99,99
9,0901,12,2015,18,9,2015,19,1904,999,999,4,4,320,320,1,1,99,99
19,1904,11,2015,24,9,2015,19,1904,999,999,4,4,320,320,1,1,99,99
19,1904,2,2016,6,8,2015,19,1904,999,999,4,4,320,320,1,1,99,99
19,1904,9,2015,6,8,2015,19,1904,999,999,4,4,320,320,1,1,99,99
19,1904,9,2015,25,6,2015,19,1904,999,999,4,4,320,320,1,1,99,99
19,1901,8,2015,6,5,2015,19,1902,999,999,4,4,320,320,1,1,99,99
19,1901,2,2016,14,12,2015,19,1901,999,999,9,9,320,320,1,1,99,99
19,1901,11,2015,5,10,2015,19,1901,44,38,9,9,320,320,1,1,99,99
18,1804,8,2015,2,7,2015,18,1804,44,39,9,9,320,320,1,1,99,99
18,1802,7,2015,4,6,2015,18,1801,999,999,9,9,320,320,1,1,99,99
16,1602,1,2016,18,9,2015,16,1609,36,33,1,1,320,320,1,1,99,99
15,1507,7,2015,8,5,2015,15,1507,33,26,4,4,320,320,1,1,99,99
1,0101,7,2015,16,4,2015,15,1501,999,999,4,4,320,320,1,1,99,99
15,1501,10,2015,26,6,2015,15,1501,999,999,4,4,320,320,1,1,99,99
15,1501,9,2015,15,4,2015,15,1501,999,999,4,4,320,320,1,1,99,99
14,1415,4,2015,5,1,2015,14,1415,999,999,1,4,320,320,1,1,99,99
1,0101,9,2015,2,9,2015,14,1412,999,999,9,9,320,320,1,1,99,99
14,1412,8,2015,6,7,2015,14,1412,999,999,9,9,320,320,1,1,99,99
14,1412,10,2015,2,7,2015,14,1412,999,999,9,9,320,320,1,1,99,99
14,1401,2,2016,11,12,2015,14,1401,29,29,4,4,320,320,1,1,99,99
14,1401,2,2016,6,10,2015,14,1401,999,999,9,9,320,320,1,1,99,99
14,1401,10,2015,11,9,2015,14,1401,999,999,9,9,320,320,1,1,99,99
14,1401,1,2016,29,5,2015,14,1401,999,999,9,9,320,320,1,1,99,99
14,1416,3,2015,12,2,2015,14,1401,26,29,1,1,320,320,1,1,99,99
13,1327,6,2016,2,10,2015,13,1327,999,999,1,1,320,320,1,1,99,99
13,1324,12,2015,19,10,2015,13,1324,999,999,9,9,320,320,1,1,99,99
13,1302,8,2015,17,6,2015,13,1302,999,999,9,9,320,320,1,1,99,99
13,1301,6,2016,3,12,2015,13,1301,999,999,9,9,320,320,1,1,99,99
13,1301,3,2016,1,9,2015,13,1301,49,56,9,4,320,320,1,1,99,99
13,1301,6,2016,5,8,2015,13,1301,999,999,9,9,320,320,1,1,99,99
13,1301,3,2015,4,3,2015,13,1301,999,999,9,9,320,320,1,1,99,99
13,1301,6,2015,3,3,2015,13,1301,999,999,9,9,320,320,1,1,99,99
13,1303,7,2015,28,4,2015,13,1301,999,999,9,9,320,320,1,1,99,99
12,1222,11,2015,12,10,2015,12,1222,999,999,9,9,320,320,1,1,99,99
1,0101,1,2016,16,11,2015,12,1219,999,999,4,4,320,320,1,1,99,99
12,1219,9,2015,9,9,2015,12,1219,999,999,4,4,320,320,1,1,99,99
12,1218,10,2015,19,8,2015,12,1218,999,999,9,9,320,320,1,1,99,99
12,1220,1,2016,14,12,2015,12,1217,39,36,9,9,320,320,1,1,99,99
12,1216,12,2015,31,8,2015,12,1216,999,999,9,9,320,320,1,1,99,99
12,1216,3,2015,2,2,2015,12,1216,29,999,9,9,320,320,1,1,99,99
12,1211,6,2015,17,4,2015,12,1215,999,999,4,9,320,320,1,1,99,99
12,1215,8,2015,30,6,2015,12,1215,999,999,9,9,320,320,1,1,99,99
12,1215,11,2015,24,6,2015,12,1215,999,999,4,4,320,320,1,1,99,99
12,1215,4,2015,13,3,2015,12,1215,999,999,4,4,320,320,1,1,99,99
1,0101,4,2015,2,3,2015,12,1210,43,41,4,4,320,320,1,1,99,99
1,0101,10,2015,4,9,2015,12,1203,999,999,9,9,320,320,1,1,99,99
12,1203,10,2015,15,7,2015,12,1203,999,999,9,9,320,320,1,1,99,99
12,1203,11,2015,5,6,2015,12,1203,999,999,9,9,320,320,1,1,99,99
12,1201,4,2015,5,3,2015,12,1201,999,999,4,4,320,320,1,1,99,99
9,0920,12,2015,23,10,2015,9,0920,999,999,9,9,320,320,1,1,99,99
9,0920,10,2015,13,7,2015,9,0920,999,999,9,9,320,320,1,1,99,99
9,0920,7,2015,12,6,2015,9,0920,999,999,9,9,320,320,1,1,99,99
1,0101,3,2016,24,3,2015,9,0919,999,999,9,9,320,320,1,1,99,99
11,1105,7,2015,12,5,2015,9,0919,999,999,9,9,320,320,1,1,99,99
9,0904,10,2015,14,9,2015,9,0904,999,999,9,9,320,320,1,1,99,99
9,0904,1,2016,19,8,2015,9,0904,999,999,9,9,320,320,1,1,99,99
9,0904,9,2015,5,5,2015,9,0904,999,999,9,9,320,320,1,1,99,99
9,0901,8,2015,15,4,2015,9,0902,42,43,9,1,320,320,1,1,99,99
9,0901,2,2016,24,9,2015,9,0901,999,999,9,9,320,222,1,1,99,99
9,0901,10,2015,24,6,2015,9,0901,50,49,9,9,320,320,1,1,99,99
8,0806,5,2015,8,4,2015,8,0806,999,999,1,1,320,320,1,1,99,99
8,0806,6,2015,20,3,2015,8,0806,999,999,1,1,320,320,1,1,99,99
8,0806,1,2015,5,1,2015,8,0806,999,999,1,1,320,320,1,1,99,99
8,0803,8,2015,13,7,2015,8,0803,999,999,9,9,320,320,1,1,99,99
7,0705,3,2015,20,2,2015,7,0705,999,999,1,1,320,320,1,1,99,99
7,0701,2,2016,21,12,2015,7,0701,999,999,1,1,320,320,1,1,99,99
7,0701,12,2015,29,10,2015,7,0701,999,999,9,9,320,320,1,1,99,99
6,0601,11,2015,19,5,2015,6,0605,999,999,4,4,320,320,1,1,99,99
5,0507,5,2015,10,4,2015,5,0507,999,999,9,9,320,320,1,1,99,99
5,0501,2,2016,7,12,2015,5,0506,999,999,9,9,320,320,1,1,99,99
5,0506,10,2015,16,7,2015,5,0506,34,28,9,9,320,320,1,1,99,99
5,0502,2,2016,7,12,2015,5,0502,999,999,9,9,320,320,1,1,99,99
5,0502,2,2015,8,1,2015,5,0502,999,999,9,9,320,320,1,1,99,99
5,0501,6,2015,6,3,2015,5,0501,999,999,9,9,320,320,1,1,99,99
4,0401,9,2015,18,5,2015,4,0401,999,999,9,9,320,320,1,1,99,99
4,0401,6,2015,27,4,2015,4,0401,35,38,9,9,320,320,1,1,99,99
4,0401,7,2015,20,4,2015,4,0401,35,38,9,9,320,320,1,1,99,99
3,0309,12,2015,2,12,2015,3,0309,999,999,9,9,320,320,1,1,99,99
3,0309,1,2016,27,8,2015,3,0309,50,39,9,9,320,320,1,1,99,99
1,0101,12,2015,15,10,2015,2,0205,33,32,4,4,320,320,1,1,99,99
2,0201,12,2015,9,11,2015,2,0201,999,999,9,9,320,320,1,1,99,99
2,0201,5,2015,21,4,2015,2,0201,999,999,4,4,320,320,1,1,99,99
1,0114,2,2015,9,2,2015,1,0114,999,999,9,9,320,320,1,1,99,99
1,0111,5,2015,15,4,2015,1,0111,32,32,9,9,320,320,1,1,99,99
1,0101,11,2015,6,10,2015,1,0110,999,999,9,9,320,320,1,1,99,99
1,0101,5,2015,9,3,2015,1,0110,999,999,9,9,320,320,1,1,99,99
1,0110,8,2015,29,5,2015,1,0110,999,999,9,9,320,320,1,1,99,99
1,0110,6,2015,7,5,2015,1,0110,999,999,9,9,320,320,1,1,99,99
22,2203,2,2016,1,10,2015,1,0110,999,999,9,9,320,320,1,1,99,99
1,0101,11,2015,17,9,2015,1,0108,999,999,9,9,320,320,1,1,99,99
1,0101,10,2015,19,6,2015,1,0108,999,999,9,9,320,320,1,1,99,99
1,0108,8,2015,2,6,2015,1,0108,999,999,9,9,320,320,1,1,99,99
1,0105,2,2016,26,10,2015,1,0105,999,999,4,4,320,320,1,1,99,99
1,0101,5,2015,28,1,2015,1,0103,30,30,4,9,320,320,1,1,99,99
1,0103,9,2015,10,8,2015,1,0103,999,999,4,9,320,320,1,1,99,99
1,0101,2,2016,12,10,2015,1,0101,999,999,9,9,320,320,1,1,99,99
1,0101,10,2015,14,9,2015,1,0101,999,999,9,9,320,320,1,1,99,99
1,0101,2,2016,19,8,2015,1,0101,999,999,9,9,320,320,1,1,99,99
1,0101,1,2016,22,7,2015,1,0101,999,999,9,9,320,188,1,1,99,99
1,0101,12,2015,25,6,2015,1,0101,999,999,9,9,320,320,1,1,99,99
1,0101,10,2015,15,5,2015,1,0101,28,26,9,9,320,214,1,1,99,99
1,0101,5,2015,14,4,2015,1,0101,999,999,9,9,320,320,1,1,99,99
1,0101,8,2015,7,4,2015,1,0101,999,999,9,9,320,320,1,1,99,99
1,0101,3,2016,21,1,2015,1,0101,999,999,9,9,320,320,1,1,99,99
1,0102,10,2015,14,10,2015,1,0101,42,999,9,9,320,320,1,1,99,99
1,0109,6,2015,5,2,2015,1,0101,999,999,9,9,320,320,1,1,99,99
21,2101,5,2015,31,3,2015,1,0101,59,51,9,9,320,320,1,1,99,99
21,2101,6,2015,4,6,2015,22,2201,999,999,9,9,9999,9999,1,1,99,99
12,1216,4,2015,2,2,2015,12,1216,999,999,9,9,9999,320,1,1,99,99
1,0101,3,2016,2,10,2015,1,0101,999,999,9,9,9999,9999,1,1,99,99
13,1301,5,2016,1,10,2015,13,1324,34,26,4,9,320,320,2,9,99,32
1,0101,10,2015,20,8,2015,18,1801,56,999,4,9,320,320,2,9,99,99
12,1218,9,2015,6,8,2015,12,1218,38,35,4,4,320,320,2,9,99,99
12,1230,11,2015,28,9,2015,12,1218,43,999,4,9,320,320,2,9,99,99
11,1108,5,2015,9,3,2015,11,1108,999,999,9,9,320,320,2,9,99,99
11,1103,4,2015,26,3,2015,11,1103,45,999,4,9,320,320,2,9,99,99
9,0903,1,2016,11,8,2015,9,0903,34,999,1,9,320,320,2,9,99,99
13,1312,8,2015,19,6,2015,13,1301,29,26,4,4,320,320,2,5,99,12
6,0601,9,2015,7,7,2015,12,1210,999,50,9,4,320,320,2,5,99,98
1,0101,6,2015,4,5,2015,15,1501,999,999,4,4,320,320,2,4,99,99
12,1218,5,2015,24,3,2015,12,1218,60,52,4,4,320,320,2,4,99,99
1,0101,3,2015,11,3,2015,1,0105,37,34,4,4,320,320,2,4,99,99
10,1020,12,2015,15,10,2015,5,0506,38,33,4,4,320,320,2,3,99,52
15,1507,9,2015,7,8,2015,15,1507,36,49,9,9,320,320,2,3,99,99
12,1215,11,2015,31,7,2015,12,1215,43,43,4,4,320,320,2,2,99,98
9,0901,11,2015,20,7,2015,9,0901,34,26,4,4,320,320,2,2,99,98
2,0205,10,2015,2,9,2015,2,0205,35,33,4,4,320,320,2,2,99,98
1,0101,1,2016,21,8,2015,1,0117,30,26,4,4,320,320,2,2,99,98
20,2009,10,2015,29,7,2015,20,2009,999,999,4,4,320,320,2,2,99,99
20,2007,5,2015,13,3,2015,20,2007,54,41,4,4,320,320,2,2,99,99
17,1712,4,2015,16,1,2015,19,1904,999,999,4,4,320,320,2,2,99,99
14,1411,9,2015,3,8,2015,14,1411,999,999,1,1,320,320,2,2,99,99
12,1219,12,2015,25,8,2015,12,1219,37,38,4,4,320,320,2,2,99,99
11,1101,7,2015,29,4,2015,11,1101,30,30,4,4,320,320,2,2,99,99
1,0101,7,2015,13,4,2015,1,0105,38,37,4,4,320,320,2,2,99,99
3,0310,3,2016,13,3,2015,3,0310,36,43,4,9,320,320,2,1,99,98
15,1507,8,2015,26,6,2015,15,1507,999,999,4,4,320,320,2,1,99,99
12,1215,6,2015,20,4,2015,12,1215,40,39,4,4,320,320,2,1,99,99
4,0415,12,2015,26,6,2015,4,0415,33,999,4,9,320,320,3,9,99,99
1,0115,3,2016,15,12,2015,1,0115,43,26,4,9,320,320,3,4,99,41
14,1410,12,2015,28,10,2015,14,1410,37,28,9,9,320,320,3,4,99,98
1,0111,9,2015,11,8,2015,1,0111,52,60,4,4,320,320,3,4,99,99
1,0107,5,2016,28,8,2015,1,0107,34,34,4,4,320,320,3,3,99,98
16,1601,3,2015,27,1,2015,16,1603,32,27,4,1,320,320,3,3,99,99
1,0101,2,2016,12,2,2015,1,0108,999,999,9,9,320,320,3,3,99,99
1,0115,4,2015,26,2,2015,22,2214,23,25,9,9,320,320,3,2,99,98
15,1501,8,2015,11,6,2015,15,1501,29,31,4,4,320,320,3,2,99,99
12,1221,11,2015,14,9,2015,12,1219,41,36,4,4,320,320,3,2,99,99
1,0101,3,2015,26,1,2015,15,1501,30,999,4,9,320,320,3,1,99,99
15,1501,5,2015,19,3,2015,15,1501,32,30,9,4,320,320,3,1,99,99
11,1102,3,2015,3,2,2015,11,1101,58,53,4,9,320,320,3,1,99,99
1,0101,3,2015,12,1,2015,13,1301,999,999,9,9,320,320,4,9,99,99
1,0101,7,2015,16,6,2015,1,0101,41,999,4,9,320,320,4,9,99,99
1,0101,4,2015,24,2,2015,1,0108,48,39,4,4,320,320,4,5,99,24
18,1802,6,2015,18,5,2015,18,1802,999,999,4,9,320,320,4,4,99,33
1,0101,4,2015,22,1,2015,1,0101,27,29,4,4,320,320,4,4,99,98
16,1601,10,2015,10,6,2015,16,1601,999,999,4,1,320,320,4,4,99,99
12,1215,6,2015,10,3,2015,12,1215,37,35,4,4,320,320,4,4,99,99
1,0103,6,2015,30,3,2015,1,0103,28,26,4,4,320,320,4,3,99,99
12,1219,11,2015,15,10,2015,12,1219,37,32,4,4,320,320,4,2,99,51
9,0921,9,2015,20,2,2015,9,0921,31,28,1,1,320,320,4,2,99,99
6,0602,2,2016,19,11,2015,6,0602,37,38,4,4,320,320,4,2,99,99
1,0101,8,2015,12,6,2015,1,0101,27,24,9,9,320,320,4,2,99,99
12,1215,6,2015,30,4,2015,12,1215,24,999,4,9,320,320,4,1,99,99
1,0101,1,2016,10,12,2015,13,1301,46,45,4,4,320,320,5,5,99,99
1,0101,7,2015,11,5,2015,1,0101,39,36,4,4,720,720,5,5,99,99
22,2202,11,2015,10,7,2015,22,2202,999,999,9,9,320,320,9,9,99,23
6,0608,3,2015,23,2,2015,6,0608,999,999,9,9,320,320,9,9,99,23
1,0115,1,2016,10,9,2015,1,0115,999,999,9,9,320,320,9,9,99,23
1,0101,4,2015,3,2,2015,13,1302,999,999,9,9,320,320,9,9,99,33
1,0101,7,2015,30,1,2015,1,0101,999,999,9,9,320,320,9,9,99,33
1,0101,2,2016,16,10,2015,1,0101,999,999,9,9,320,320,9,9,99,41
1,0101,6,2016,8,12,2015,1,0117,999,999,9,9,320,320,9,9,99,43
17,1701,9,2015,11,8,2015,17,1703,42,999,4,9,222,320,9,9,99,98
1,0101,6,2015,6,4,2015,1,0101,999,999,9,9,222,320,9,9,99,98
19,1903,12,2015,11,11,2015,19,1903,31,999,9,9,320,320,9,9,99,98
18,1805,3,2016,4,12,2015,18,1805,999,999,9,9,320,320,9,9,99,98
16,1610,2,2016,4,12,2015,16,1601,999,999,9,1,320,320,9,9,99,98
12,1212,6,2015,11,2,2015,12,1212,999,999,9,9,320,320,9,9,99,98
10,1001,12,2015,25,11,2015,10,1001,999,999,9,9,320,320,9,9,99,98
9,0901,1,2016,30,10,2015,9,0901,999,999,9,9,320,320,9,9,99,98
9,0901,4,2015,23,2,2015,9,0901,37,999,9,9,320,320,9,9,99,98
9,0901,4,2015,22,1,2015,9,0901,999,999,9,9,320,320,9,9,99,98
8,0801,10,2015,28,8,2015,8,0801,41,999,9,9,320,320,9,9,99,98
1,0101,3,2015,4,2,2015,6,0604,999,999,9,9,320,320,9,9,99,98
5,0507,3,2016,19,8,2015,5,0507,999,999,9,9,320,320,9,9,99,98
1,0101,8,2015,18,5,2015,5,0505,999,999,9,9,320,320,9,9,99,98
1,0101,1,2016,18,6,2015,1,0114,999,999,9,9,320,320,9,9,99,98
1,0101,3,2016,20,4,2015,1,0105,30,28,9,4,320,320,9,9,99,98
22,2202,7,2015,22,6,2015,1,0105,999,999,9,9,320,320,9,9,99,98
1,0101,3,2016,9,11,2015,1,0101,999,999,9,9,320,320,9,9,99,98
1,0101,1,2016,13,10,2015,1,0101,999,999,9,9,320,320,9,9,99,98
1,0101,12,2015,8,10,2015,1,0101,999,999,9,9,320,320,9,9,99,98
1,0101,8,2015,5,8,2015,1,0101,999,999,9,9,320,320,9,9,99,98
1,0101,1,2016,4,8,2015,1,0101,999,999,9,9,320,320,9,9,99,98
1,0101,7,2015,7,7,2015,1,0101,999,999,9,9,320,320,9,9,99,98
1,0101,9,2015,23,6,2015,1,0101,999,999,9,9,320,320,9,9,99,98
1,0101,8,2015,23,6,2015,1,0101,999,999,9,9,320,320,9,9,99,98
1,0101,8,2015,14,4,2015,1,0101,999,999,9,9,320,320,9,9,99,98
1,0115,5,2016,21,12,2015,1,0101,999,999,9,9,320,320,9,9,99,98
21,2101,10,2015,3,8,2015,1,0101,999,999,9,9,320,320,9,9,99,98
22,2214,5,2016,22,10,2015,1,0101,999,999,9,9,320,320,9,9,99,98
1,0101,4,2016,21,12,2015,1,0101,999,999,9,9,170,320,9,9,99,99
1,0101,6,2015,22,4,2015,1,0101,999,999,9,9,192,320,9,9,99,99
1,0101,10,2015,14,7,2015,1,0101,999,999,9,9,214,320,9,9,99,99
6,0611,11,2015,29,9,2015,6,0609,999,999,9,9,222,320,9,9,99,99
1,0101,9,2015,22,6,2015,3,0312,999,999,9,9,222,320,9,9,99,99
22,2201,6,2016,27,10,2015,22,2217,999,999,9,9,320,320,9,9,99,99
22,2217,7,2015,10,6,2015,22,2217,999,999,9,9,320,320,9,9,99,99
22,2217,7,2015,19,2,2015,22,2217,999,999,9,9,320,320,9,9,99,99
6,0606,7,2015,6,3,2015,22,2213,999,999,9,9,320,320,9,9,99,99
