DEPREG,MUPREG,MESREG,AÑOREG,DIAOCU,MESOCU,AÑOOCU,DEPOCU,MUPOCU,EDADHOM,EDADMUJ,PPERHOM,PPERMUJ,NACHOM,NACMUJ,ESCHOM,ESCMUJ,CIUOHOM,CIUOMUJ
5,0512,3,2021,10,2,2020,5,0512,23,23,4,4,320,320,5,4,97,97
9,0901,3,2020,27,1,2020,9,0909,23,24,4,4,320,320,4,4,23,23
1,0101,10,2020,9,3,2020,9,0909,23,24,4,4,320,320,4,4,23,23
9,0911,5,2020,6,3,2020,9,0911,23,24,1,1,320,320,2,2,71,97
4,0406,11,2020,16,10,2020,4,0406,23,24,1,1,320,320,2,2,92,97
1,0101,4,2021,27,10,2020,1,0101,23,25,9,4,320,320,9,5,35,97
22,2216,3,2021,17,12,2020,22,2216,23,25,1,4,320,320,4,3,97,97
9,0916,9,2020,12,3,2020,9,0901,23,26,4,4,320,320,2,3,52,32
1,0108,4,2021,19,3,2020,1,0108,23,27,4,4,320,320,4,4,42,42
8,0805,11,2020,6,10,2020,8,0805,23,27,1,1,320,320,2,4,83,23
22,2201,1,2021,24,9,2020,22,2201,23,30,4,4,320,320,4,4,34,35
2,0201,10,2020,11,9,2020,2,0201,24,20,4,4,320,320,2,4,52,97
12,1222,3,2021,27,10,2020,12,1222,24,20,4,4,320,320,2,3,92,97
19,1905,1,2021,27,1,2020,19,1905,24,20,4,4,320,320,3,4,97,97
11,1102,10,2020,1,10,2020,11,1102,24,20,1,4,320,320,4,4,97,97
22,2209,1,2021,1,3,2020,22,2203,24,21,4,9,320,320,3,3,92,97
1,0101,1,2020,2,1,2020,1,0101,24,21,4,5,320,320,4,4,97,23
1,0101,1,2021,23,10,2020,1,0101,24,21,4,5,320,320,2,3,97,97
1,0101,12,2020,1,12,2020,1,0101,24,21,4,9,320,320,4,3,97,97
9,0901,1,2020,15,1,2020,8,0803,24,21,1,1,320,320,4,4,97,97
1,0115,12,2020,2,12,2020,1,0101,24,21,4,4,320,320,3,2,97,97
4,0409,3,2020,14,2,2020,4,0409,24,22,1,1,320,320,2,2,51,51
18,1804,9,2020,8,9,2020,18,1801,24,22,4,4,320,320,3,3,52,97
12,1215,5,2021,7,12,2020,12,1215,24,22,4,9,320,320,2,3,83,97
6,0601,12,2020,3,12,2020,22,2216,24,22,4,9,320,320,3,3,92,97
15,1504,9,2020,25,2,2020,15,1504,24,22,1,9,320,320,2,3,92,97
6,0601,9,2020,4,3,2020,6,0601,24,22,4,4,320,320,2,3,97,97
6,0606,11,2020,13,10,2020,6,0602,24,23,4,4,320,320,4,4,35,97
11,1103,4,2021,24,1,2020,11,1101,24,23,4,4,320,320,4,4,43,23
2,0201,7,2020,5,2,2020,2,0201,24,23,4,4,320,320,3,2,83,97
2,0201,2,2021,18,12,2020,2,0202,24,23,4,4,320,320,4,2,92,97
21,2101,12,2020,29,9,2020,21,2101,24,23,4,1,320,320,3,3,92,97
14,1416,2,2020,21,1,2020,14,1410,24,23,1,5,320,320,2,2,92,97
1,0114,10,2020,15,10,2020,1,0101,24,23,4,4,320,320,5,4,97,97
1,0115,2,2021,17,12,2020,3,0308,24,23,4,5,320,320,4,3,97,97
1,0102,1,2021,14,12,2020,1,0101,24,23,4,4,320,320,3,2,97,97
10,1005,1,2021,2,12,2020,10,1005,24,24,4,4,320,320,4,4,23,34
1,0114,3,2021,9,1,2020,1,0114,24,24,4,4,320,320,4,4,35,97
8,0805,1,2021,21,10,2020,8,0805,24,24,1,1,320,320,2,2,52,97
9,0920,10,2020,16,10,2020,12,1220,24,24,4,4,320,320,2,2,72,97
14,1412,3,2021,16,12,2020,14,1412,24,24,1,1,320,320,1,1,92,97
15,1501,1,2021,11,12,2020,15,1504,24,24,1,1,320,320,2,1,92,97
1,0115,10,2020,22,9,2020,1,0115,24,24,4,4,320,320,3,3,97,97
8,0802,2,2020,2,1,2020,8,0802,24,24,1,1,320,320,3,4,97,97
1,0101,1,2021,21,12,2020,1,0108,24,24,4,4,320,320,4,4,97,97
10,1016,7,2020,18,2,2020,14,1404,24,24,1,1,320,320,9,2,97,97
10,1001,1,2021,22,12,2020,10,1001,24,25,4,4,320,320,4,4,35,23
21,2101,2,2021,5,11,2020,22,2216,24,25,4,4,320,320,3,2,83,97
12,1215,5,2021,22,12,2020,12,1215,24,25,4,5,320,320,3,4,92,97
14,1412,1,2021,11,11,2020,14,1412,24,25,1,1,320,320,1,1,92,97
22,2216,10,2020,4,3,2020,22,2216,24,25,4,4,320,320,4,3,99,97
21,2101,12,2020,21,10,2020,21,2107,24,26,4,4,320,320,4,3,43,97
15,1502,4,2021,5,2,2020,15,1502,24,26,1,1,320,320,2,2,92,97
9,0912,1,2021,18,12,2020,9,0911,24,26,1,1,320,320,2,2,92,97
4,0406,4,2021,11,3,2020,4,0406,24,27,1,1,320,320,2,3,52,97
9,0920,1,2021,11,11,2020,9,0920,24,27,4,4,320,320,3,4,97,97
3,0309,12,2020,8,12,2020,1,0108,24,27,4,4,320,320,4,4,97,97
12,1222,9,2020,10,9,2020,9,0920,24,29,4,4,320,320,4,5,32,33
1,0114,10,2020,13,10,2020,1,0114,24,29,4,4,320,320,4,4,35,97
1,0101,11,2020,15,10,2020,1,0101,24,29,4,9,320,320,4,4,97,97
12,1201,9,2020,2,3,2020,12,1201,24,31,4,4,320,320,4,5,31,21
1,0101,1,2020,13,1,2020,1,0101,24,31,4,4,320,320,4,4,35,35
13,1326,5,2021,6,10,2020,13,1326,24,37,4,4,320,320,4,4,97,97
1,0101,9,2020,9,3,2020,22,2205,25,19,4,4,320,320,5,3,97,97
13,1303,4,2021,14,12,2020,13,1301,25,20,4,9,320,320,4,1,97,97
1,0117,3,2020,5,2,2020,1,0117,25,21,4,4,320,320,4,4,33,97
1,0101,6,2021,13,10,2020,1,0101,25,21,4,4,320,320,3,4,52,97
10,1001,2,2020,16,1,2020,10,1001,25,21,4,4,320,320,4,4,97,23
1,0101,10,2020,12,10,2020,1,0107,25,21,4,9,320,320,2,2,97,97
14,1412,2,2021,20,8,2020,14,1412,25,22,4,4,320,320,4,4,23,35
12,1220,1,2021,9,10,2020,9,0921,25,22,4,4,320,320,2,3,92,51
1,0101,12,2020,28,10,2020,1,0101,25,22,4,5,320,320,4,4,97,97
1,0115,2,2021,12,10,2020,1,0115,25,22,4,9,320,320,3,4,99,97
21,2101,6,2021,21,10,2020,21,2101,25,23,4,9,320,320,4,4,33,35
1,0114,2,2020,7,2,2020,1,0114,25,23,4,4,320,320,4,3,43,97
17,1712,3,2021,29,12,2020,17,1712,25,23,4,4,320,320,3,3,54,97
12,1218,2,2021,6,2,2020,18,1805,25,23,4,4,320,320,2,4,92,97
3,0304,2,2020,3,2,2020,3,0304,25,23,1,1,320,320,2,2,92,97
10,1003,10,2020,26,2,2020,10,1003,25,23,4,4,320,320,3,4,97,23
1,0101,3,2020,17,2,2020,1,0101,25,23,4,4,320,320,2,4,97,51
1,0101,11,2020,15,10,2020,1,0115,25,23,4,5,320,320,4,3,97,97
1,0101,3,2020,4,2,2020,1,0101,25,23,4,4,320,320,3,3,97,97
18,1801,10,2020,3,9,2020,18,1801,25,23,4,4,320,320,3,4,97,97
18,1801,2,2020,13,2,2020,18,1801,25,24,4,4,320,320,4,4,33,33
14,1406,1,2021,5,10,2020,14,1406,25,24,1,1,320,320,2,4,52,97
1,0101,1,2021,15,10,2020,1,0110,25,24,4,4,320,320,4,4,54,97
8,0802,1,2021,9,11,2020,8,0802,25,24,1,1,320,320,3,2,71,97
12,1201,3,2020,6,2,2020,12,1201,25,24,4,4,320,320,2,3,92,97
14,1413,11,2020,16,10,2020,14,1413,25,24,1,1,320,320,2,1,92,97
15,1506,3,2020,10,1,2020,15,1506,25,24,4,4,320,320,3,2,92,97
9,0916,10,2020,18,2,2020,8,0804,25,24,1,1,320,320,2,1,93,97
20,2011,7,2020,22,1,2020,20,2011,25,24,9,4,320,320,1,4,97,23
17,1707,11,2020,9,11,2020,17,1707,25,24,4,4,320,320,3,4,97,97
9,0923,11,2020,4,11,2020,9,0901,25,24,4,4,320,320,4,4,97,97
16,1601,4,2020,17,1,2020,16,1601,25,24,4,4,320,320,5,5,97,97
1,0101,3,2020,2,3,2020,4,0413,25,24,4,9,320,320,3,9,97,97
1,0106,1,2021,21,10,2020,1,0101,25,25,1,4,320,320,3,4,32,32
9,0916,6,2020,22,1,2020,9,0904,25,25,4,4,320,320,4,4,33,43
8,0805,1,2021,25,9,2020,8,0805,25,25,1,1,320,320,2,2,52,97
5,0506,12,2020,15,10,2020,5,0506,25,25,4,4,320,320,2,3,83,97
14,1421,1,2021,11,11,2020,14,1421,25,25,4,4,320,320,2,3,92,97
9,0911,2,2020,4,2,2020,9,0909,25,25,1,1,320,320,2,4,92,97
9,0920,5,2021,21,12,2020,11,1101,25,25,4,4,320,320,3,3,92,97
5,0506,10,2020,25,2,2020,10,1020,25,25,4,4,320,320,2,2,92,97
22,2205,2,2021,10,8,2020,22,2203,25,25,4,4,320,320,3,3,97,97
6,0601,1,2021,1,12,2020,6,0601,25,25,4,4,320,320,4,3,97,97
1,0101,1,2020,14,1,2020,1,0101,25,25,4,4,320,320,3,4,97,97
6,0614,10,2020,1,10,2020,6,0614,25,25,4,4,320,320,3,4,97,97
20,2008,11,2020,30,1,2020,20,2008,25,25,4,4,320,320,3,4,97,97
6,0606,1,2020,20,1,2020,6,0612,25,26,4,4,320,320,4,9,23,43
13,1324,11,2020,5,2,2020,13,1324,25,26,4,4,320,320,4,4,23,97
4,0401,5,2021,23,12,2020,4,0406,25,26,1,1,320,320,4,4,35,35
8,0802,12,2020,13,11,2020,8,0802,25,26,1,1,320,320,4,3,54,32
20,2001,12,2020,7,2,2020,20,2001,25,26,4,4,320,320,2,3,72,97
1,0115,5,2021,8,12,2020,1,0115,25,26,4,4,320,320,4,3,97,97
17,1701,9,2020,11,8,2020,17,1703,25,26,4,4,320,320,4,4,97,97
1,0101,12,2020,17,11,2020,1,0101,25,26,4,4,320,320,4,4,97,97
9,0912,12,2020,10,12,2020,9,0911,25,26,1,1,320,320,4,2,97,97
22,2202,10,2020,9,3,2020,22,2202,25,27,4,4,320,840,9,4,21,97
9,0901,3,2020,11,3,2020,9,0901,25,27,1,4,320,320,4,3,23,97
12,1203,4,2021,10,8,2020,12,1203,25,27,4,4,320,320,4,4,31,34
9,0901,2,2020,7,2,2020,9,0901,25,27,4,4,320,320,4,4,34,35
8,0801,6,2021,23,10,2020,8,0801,25,27,1,5,320,320,2,4,83,97
14,1415,8,2020,7,1,2020,14,1415,25,27,1,1,320,320,1,3,92,97
1,0101,6,2020,25,2,2020,1,0101,25,27,4,4,320,320,3,3,97,97
21,2101,12,2020,6,10,2020,21,2101,25,27,4,4,320,320,3,3,97,97
1,0101,11,2020,13,10,2020,1,0101,25,27,4,4,320,320,3,4,97,97
9,0922,6,2021,4,12,2020,9,0917,25,27,4,4,320,320,4,4,97,97
3,0301,12,2020,18,11,2020,1,0101,25,28,4,4,320,320,3,9,97,41
10,1010,3,2020,13,2,2020,10,1010,25,28,4,4,320,320,4,2,97,97
21,2101,12,2020,6,11,2020,21,2101,25,28,4,4,320,320,2,3,97,97
1,0101,3,2020,30,1,2020,1,0101,25,29,4,4,320,320,4,4,42,43
1,0101,12,2020,21,2,2020,1,0101,25,29,4,4,320,320,3,4,97,97
1,0101,5,2021,11,2,2020,1,0101,25,30,4,4,320,320,3,4,97,97
22,2201,2,2021,10,10,2020,1,0101,25,30,4,4,320,320,4,4,97,97
11,1101,12,2020,30,11,2020,11,1101,25,31,4,4,320,320,4,4,31,41
11,1101,11,2020,4,11,2020,11,1109,25,34,4,4,320,320,3,5,92,97
15,1505,1,2021,5,3,2020,15,1505,25,999,4,9,320,320,2,2,92,97
18,1804,8,2020,23,1,2020,18,1805,26,20,4,4,320,320,4,3,97,97
13,1301,12,2020,22,10,2020,13,1301,26,21,4,4,320,320,3,3,97,51
9,0909,4,2021,3,11,2020,9,0901,26,21,1,4,320,320,4,4,97,97
21,2101,2,2021,26,11,2020,21,2102,26,21,4,9,320,320,3,2,97,97
22,2214,11,2020,20,8,2020,22,2214,26,22,4,4,320,320,4,4,92,97
16,1609,10,2020,1,9,2020,16,1609,26,22,1,1,320,320,2,2,92,97
12,1229,5,2021,9,9,2020,12,1229,26,22,1,9,320,320,3,3,92,97
10,1016,7,2020,20,2,2020,22,2217,26,22,4,4,320,320,4,4,97,41
1,0101,3,2020,12,2,2020,1,0101,26,22,4,4,320,320,3,4,97,97
11,1102,3,2020,30,1,2020,11,1102,26,22,4,4,320,320,3,3,97,97
1,0101,4,2020,9,3,2020,6,0608,26,23,4,4,320,320,4,3,31,97
11,1101,3,2021,1,12,2020,9,0920,26,23,4,4,320,320,4,3,33,97
1,0101,11,2020,22,10,2020,1,0101,26,23,4,5,320,320,4,4,35,97
2,0201,1,2020,14,1,2020,1,0103,26,23,4,4,320,320,4,4,43,43
10,1021,12,2020,4,12,2020,9,0904,26,23,1,1,320,320,2,3,92,97
4,0415,1,2021,1,12,2020,4,0415,26,23,1,1,320,320,3,3,92,97
11,1104,3,2020,26,2,2020,22,2205,26,23,4,4,320,320,4,4,97,23
17,1707,3,2020,14,2,2020,17,1703,26,23,4,4,320,320,3,4,97,33
1,0101,12,2020,28,10,2020,1,0110,26,23,4,4,320,320,3,3,97,97
1,0101,3,2020,13,2,2020,1,0101,26,23,4,4,320,320,4,4,97,97
5,0501,2,2021,18,12,2020,5,0501,26,23,4,4,320,320,3,4,97,97
2,0201,9,2020,10,3,2020,2,0207,26,23,4,4,320,320,4,3,97,97
1,0117,11,2020,12,10,2020,1,0101,26,24,4,4,320,320,4,4,23,97
17,1706,10,2020,27,8,2020,17,1706,26,24,4,4,320,320,9,4,31,23
4,0415,6,2020,10,2,2020,1,0106,26,24,4,4,320,320,4,4,35,97
9,0901,2,2020,20,1,2020,9,0901,26,24,4,4,320,320,4,4,35,97
13,1301,11,2020,14,8,2020,13,1301,26,24,4,4,320,320,3,2,52,97
9,0912,12,2020,25,11,2020,9,0911,26,24,1,1,320,320,3,4,92,32
1,0101,10,2020,12,10,2020,1,0101,26,24,1,4,320,320,2,9,97,34
1,0103,11,2020,6,10,2020,1,0105,26,24,4,4,320,320,4,2,97,97
21,2101,12,2020,23,10,2020,21,2106,26,24,4,4,320,320,3,3,97,97
18,1801,1,2021,7,9,2020,18,1801,26,24,4,4,320,320,9,9,97,97
19,1901,10,2020,7,10,2020,19,1901,26,24,4,4,320,320,4,4,97,97
1,0115,3,2020,25,2,2020,1,0115,26,24,4,4,320,320,2,3,97,97
1,0101,1,2021,9,12,2020,1,0101,26,24,4,4,320,320,4,3,97,97
14,1415,8,2020,28,2,2020,14,1415,26,25,1,4,320,320,4,4,23,23
9,0901,10,2020,6,3,2020,9,0904,26,25,1,9,320,320,4,4,23,41
8,0803,11,2020,6,3,2020,8,0803,26,25,1,1,320,320,3,4,52,52
1,0114,1,2021,7,12,2020,1,0101,26,25,4,4,320,320,4,4,52,97
11,1103,2,2020,19,2,2020,11,1101,26,25,4,4,320,320,3,4,72,41
4,0401,12,2020,10,1,2020,4,0403,26,25,1,1,320,320,2,3,92,97
9,0920,2,2020,12,2,2020,9,0920,26,25,4,4,320,320,4,4,97,42
9,0901,2,2020,24,1,2020,9,0901,26,25,4,4,320,320,4,4,97,97
1,0115,10,2020,4,3,2020,1,0114,26,25,4,4,320,320,4,4,97,97
5,0506,5,2021,4,2,2020,5,0506,26,25,4,4,320,320,3,4,97,97
1,0101,3,2021,30,9,2020,1,0109,26,26,4,1,320,320,3,4,52,52
22,2212,3,2020,4,3,2020,22,2212,26,26,4,4,320,320,4,3,52,97
1,0101,9,2020,7,2,2020,15,1503,26,26,1,1,320,320,2,3,92,97
6,0603,10,2020,2,10,2020,14,1412,26,26,1,1,320,320,1,2,92,97
12,1202,2,2020,8,1,2020,12,1201,26,26,4,4,320,320,4,4,97,97
9,0901,1,2020,20,1,2020,10,1014,26,26,4,4,320,320,3,2,97,97
1,0101,2,2020,7,2,2020,1,0101,26,27,4,4,320,320,4,4,31,97
8,0803,3,2020,21,2,2020,8,0803,26,27,1,1,320,320,2,4,52,97
12,1217,2,2021,23,9,2020,12,1217,26,27,4,4,320,320,2,2,52,97
13,1317,11,2020,27,10,2020,13,1308,26,27,1,1,320,320,2,2,83,97
10,1009,10,2020,24,2,2020,10,1010,26,27,1,1,320,320,3,2,92,81
9,0916,1,2020,27,1,2020,9,0914,26,27,1,1,320,320,2,2,92,97
21,2101,9,2020,18,2,2020,21,2101,26,27,9,4,840,320,1,9,97,23
5,0509,11,2020,11,3,2020,5,0509,26,27,4,4,320,320,3,3,97,97
6,0606,12,2020,13,12,2020,6,0605,26,27,4,4,320,320,3,3,97,97
4,0401,3,2021,18,12,2020,4,0416,26,27,4,4,320,320,3,3,97,97
5,0510,3,2020,3,3,2020,5,0510,26,27,4,4,320,320,4,4,97,97
13,1301,2,2021,17,12,2020,13,1301,26,27,4,4,320,320,4,4,97,97
17,1701,12,2020,29,10,2020,17,1701,26,28,4,4,320,320,4,4,23,97
14,1412,9,2020,14,7,2020,14,1412,26,28,1,1,320,320,2,2,92,97
9,0901,1,2021,9,10,2020,9,0914,26,28,1,9,320,320,4,1,97,75
22,2211,3,2021,3,9,2020,22,2211,26,29,4,4,320,320,3,4,92,23
19,1902,3,2021,26,11,2020,20,2001,26,29,4,4,320,320,4,3,97,97
2,0201,8,2020,27,2,2020,2,0201,26,31,4,4,320,320,3,3,71,97
6,0606,11,2020,8,10,2020,6,0608,26,31,4,4,320,320,3,2,92,97
21,2101,12,2020,19,11,2020,21,2101,26,32,9,4,320,840,3,3,97,97
12,1222,8,2020,8,7,2020,12,1222,26,33,4,9,320,320,5,9,52,26
1,0115,11,2020,30,10,2020,1,0101,26,33,4,4,320,320,4,4,83,23
19,1905,11,2020,14,10,2020,5,0506,26,33,4,4,320,320,3,3,97,97
9,0901,12,2020,16,12,2020,13,1301,26,33,4,4,320,320,5,5,97,97
9,0920,12,2020,9,3,2020,9,0920,26,38,4,4,320,320,4,4,97,23
6,0601,12,2020,11,11,2020,6,0601,26,39,4,4,320,320,3,4,97,43
6,0606,10,2020,20,2,2020,6,0602,26,40,4,4,320,320,2,1,52,97
11,1101,2,2021,13,3,2020,11,1101,26,46,4,4,320,320,3,4,97,97
15,1501,2,2021,22,12,2020,15,1501,26,54,1,4,320,320,4,2,35,97
1,0101,12,2020,30,11,2020,1,0101,27,21,4,4,320,320,3,4,52,52
1,0101,10,2020,6,10,2020,4,0402,27,21,1,1,320,320,2,4,92,97
19,1901,1,2021,24,11,2020,19,1901,27,21,4,4,320,320,4,3,92,97
6,0608,2,2020,13,1,2020,6,0608,27,22,4,9,320,320,4,1,35,97
1,0115,8,2020,9,3,2020,1,0101,27,22,4,5,320,320,9,4,43,23
5,0506,9,2020,14,2,2020,5,0506,27,22,4,4,320,320,2,3,92,97
20,2008,5,2021,10,2,2020,20,2008,27,22,4,4,320,320,4,2,97,92
5,0509,2,2021,19,2,2020,5,0509,27,23,4,4,320,320,3,3,32,97
12,1219,4,2021,21,12,2020,12,1215,27,23,4,4,320,320,1,2,52,52
18,1802,2,2021,8,12,2020,18,1804,27,23,9,4,840,320,1,4,71,97
4,0402,3,2020,5,2,2020,4,0402,27,23,1,1,320,320,4,4,92,41
13,1317,10,2020,4,9,2020,13,1308,27,23,1,1,320,320,2,2,92,97
16,1613,2,2021,22,1,2020,16,1613,27,23,1,1,320,320,1,2,92,97
12,1215,8,2020,14,2,2020,12,1215,27,23,4,4,320,320,4,4,92,97
9,0922,4,2021,14,12,2020,9,0920,27,23,4,4,320,320,3,4,97,97
15,1503,3,2021,16,3,2020,15,1504,27,24,1,1,320,320,9,9,23,26
14,1416,3,2020,28,1,2020,14,1415,27,24,1,1,320,320,4,3,31,97
11,1101,3,2020,28,1,2020,11,1101,27,24,4,4,320,320,9,2,32,97
17,1706,3,2021,19,11,2020,17,1706,27,24,4,4,320,320,4,4,33,97
16,1613,2,2021,30,9,2020,16,1613,27,24,4,1,320,320,4,4,33,97
9,0919,12,2020,22,10,2020,10,1002,27,24,4,4,320,320,4,4,33,97
9,0916,10,2020,19,10,2020,9,0914,27,24,1,1,320,320,4,4,34,97
1,0115,4,2021,19,10,2020,1,0114,27,24,4,4,320,320,4,4,35,35
22,2212,4,2021,4,11,2020,22,2212,27,24,4,4,320,320,2,3,92,97
14,1412,3,2021,24,11,2020,14,1412,27,24,1,1,320,320,2,1,92,97
5,0506,1,2020,6,1,2020,5,0513,27,24,4,4,320,320,9,9,92,97
7,0701,2,2021,8,12,2020,7,0701,27,24,4,1,320,320,4,4,97,33
6,0606,12,2020,24,11,2020,6,0614,27,24,4,4,320,320,4,4,97,43
3,0303,10,2020,16,3,2020,3,0303,27,24,4,1,320,320,4,2,97,97
15,1504,12,2020,1,10,2020,14,1421,27,24,4,4,320,320,3,3,97,97
9,0920,5,2021,25,11,2020,9,0920,27,24,4,4,320,320,3,4,97,97
16,1613,1,2020,23,1,2020,16,1609,27,24,4,4,320,320,4,4,97,97
8,0801,10,2020,14,2,2020,8,0801,27,24,1,9,320,320,4,1,97,97
12,1221,4,2021,15,12,2020,12,1221,27,24,4,4,320,320,3,2,97,97
1,0101,3,2021,27,10,2020,1,0110,27,24,1,9,320,320,3,1,97,97
13,1312,9,2020,28,2,2020,13,1311,27,25,4,4,320,320,4,4,31,23
14,1401,5,2021,4,3,2020,14,1402,27,25,1,1,320,320,4,3,31,97
1,0101,11,2020,21,10,2020,1,0101,27,25,4,4,320,320,4,4,34,35
17,1712,12,2020,19,10,2020,17,1712,27,25,4,4,320,320,4,4,35,97
19,1903,3,2021,3,12,2020,19,1901,27,25,4,4,320,320,3,4,52,97
10,1020,1,2021,6,11,2020,10,1020,27,25,4,4,320,320,3,2,92,97
20,2010,3,2021,11,12,2020,20,2009,27,25,4,4,320,320,2,2,92,97
10,1002,9,2020,3,9,2020,10,1002,27,25,4,4,320,320,4,3,97,97
1,0101,3,2020,19,2,2020,1,0101,27,25,4,4,320,320,4,4,97,97
1,0101,3,2020,6,2,2020,1,0101,27,25,4,4,320,320,4,4,97,97
1,0101,12,2020,7,12,2020,3,0308,27,25,4,4,320,320,4,4,97,97
12,1202,12,2020,29,10,2020,12,1202,27,25,4,4,320,320,4,4,97,97
13,1301,1,2021,14,8,2020,13,1301,27,25,4,4,320,320,4,4,97,97
1,0101,4,2021,8,9,2020,1,0101,27,25,4,4,320,320,4,4,97,97
13,1301,11,2020,13,3,2020,1,0101,27,25,4,4,320,320,2,3,97,97
9,0917,12,2020,2,12,2020,9,0922,27,25,4,4,320,320,3,3,97,97
11,1102,12,2020,24,11,2020,12,1202,27,25,4,4,320,320,4,4,97,97
1,0101,11,2020,25,10,2020,1,0101,27,25,4,4,320,320,4,3,99,97
1,0101,4,2021,3,12,2020,1,0101,27,26,4,4,320,320,4,4,34,34
1,0101,3,2020,27,1,2020,4,0404,27,26,4,4,320,320,4,4,35,33
