DEPREG,MUPREG,MESREG,AÑOREG,DIAOCU,MESOCU,AÑOOCU,DEPOCU,MUPOCU,EDADHOM,EDADMUJ,PUEHOM,PUEMUJ,NACHOM,NACMUJ,ESCHOM,ESCMUJ,CIUOHOM,CIUOMUJ
17,1701,6,2022,23,5,2022,17,1703,23,24,4,4,320,320,4,4,31,97
18,1801,7,2022,11,3,2022,18,1803,37,25,4,4,320,320,4,4,31,97
9,0901,12,2022,28,12,2022,21,2103,30,32,4,4,320,320,4,3,31,97
10,1004,8,2022,24,5,2022,10,1004,49,42,4,4,320,320,4,4,31,97
17,1704,12,2022,3,6,2022,17,1704,999,999,9,9,320,320,9,9,31,23
18,1801,10,2022,15,6,2022,18,1804,32,30,4,4,320,320,4,4,31,41
10,1001,9,2022,15,8,2022,10,1005,31,28,4,4,320,320,4,4,31,23
11,1105,6,2022,3,6,2022,11,1105,33,26,4,4,320,320,4,4,31,23
17,1705,11,2022,9,9,2022,17,1705,30,26,4,5,320,840,4,4,31,23
17,1705,9,2022,5,9,2022,17,1705,35,35,4,4,320,320,5,4,31,23
1,0101,3,2022,7,2,2022,17,1705,32,32,4,4,320,320,4,4,31,33
17,1705,12,2022,5,12,2022,17,1705,29,32,4,4,320,320,4,4,31,97
22,2205,4,2022,21,1,2022,22,2205,30,25,4,4,320,320,4,4,31,23
3,0306,4,2022,8,3,2022,3,0306,35,32,1,4,320,320,4,4,31,41
4,0401,11,2022,12,7,2022,4,0406,37,31,1,4,320,320,4,4,31,23
11,1106,8,2022,2,8,2022,11,1106,31,28,4,4,320,320,4,4,31,34
13,1301,8,2022,9,5,2022,13,1306,34,27,4,4,320,320,4,4,31,97
17,1712,2,2023,18,11,2022,17,1706,32,40,4,4,320,320,4,4,31,23
19,1902,1,2023,14,11,2022,19,1906,36,32,9,9,320,320,9,9,31,34
20,2001,5,2023,10,10,2022,20,2006,49,46,4,4,320,320,4,4,31,26
2,0201,6,2022,11,5,2022,2,0207,44,50,4,4,320,320,4,4,31,23
2,0201,3,2022,28,2,2022,2,0207,28,27,4,4,320,320,4,4,31,23
2,0201,5,2022,25,4,2022,2,0207,32,39,4,4,320,320,4,4,31,41
2,0201,7,2022,14,7,2022,2,0207,25,21,4,4,320,320,4,4,31,41
2,0201,10,2022,23,9,2022,2,0207,44,42,4,4,320,320,4,3,31,51
2,0201,6,2022,6,5,2022,2,0207,30,29,4,4,320,320,4,4,31,97
1,0115,9,2022,12,8,2022,2,0207,32,30,9,4,320,320,4,4,31,97
2,0201,4,2022,30,3,2022,2,0207,53,999,9,4,320,320,9,1,31,99
10,1007,1,2023,5,10,2022,10,1007,44,40,4,4,320,320,4,5,31,25
15,1507,10,2022,27,6,2022,15,1507,999,50,9,4,840,320,9,4,31,23
15,1507,10,2022,30,6,2022,15,1507,25,21,4,5,320,320,4,3,31,97
1,0111,4,2022,11,4,2022,17,1707,44,35,4,4,320,320,4,2,31,97
21,2101,3,2022,1,3,2022,21,2107,999,51,9,4,9999,320,9,4,31,52
1,0108,8,2022,26,7,2022,1,0108,38,38,4,4,320,320,4,5,31,22
1,0101,9,2022,28,8,2022,1,0108,999,999,9,9,320,320,9,9,31,23
1,0101,1,2023,19,12,2022,1,0108,999,999,9,9,320,320,9,9,31,41
9,0901,5,2022,24,5,2022,1,0108,999,999,9,9,320,320,9,1,31,97
1,0101,12,2022,21,12,2022,1,0108,999,999,9,9,320,320,9,1,31,97
1,0101,10,2022,11,7,2022,3,0308,33,40,4,4,320,320,4,4,31,41
11,1101,8,2022,26,7,2022,11,1108,53,41,4,4,320,320,4,2,31,97
17,1712,1,2023,14,11,2022,17,1708,29,25,4,4,320,320,4,4,31,97
3,0309,8,2022,27,7,2022,3,0309,40,38,9,4,320,320,9,9,31,23
1,0101,9,2022,30,8,2022,3,0309,30,30,9,9,320,320,4,9,31,26
1,0101,5,2022,27,4,2022,5,0509,42,39,5,4,320,320,4,1,31,97
5,0509,6,2022,26,4,2022,5,0509,32,26,4,4,320,320,4,4,31,97
12,1214,6,2022,11,5,2022,9,0909,25,24,4,4,320,320,4,4,31,97
9,0901,7,2022,18,7,2022,10,1009,31,24,1,9,320,320,4,3,31,97
10,1003,8,2022,13,5,2022,10,1009,27,28,1,1,320,320,4,3,31,97
10,1009,8,2022,7,7,2022,10,1009,28,21,4,9,320,320,4,4,31,97
11,1101,5,2022,28,4,2022,11,1109,31,27,4,4,320,320,4,4,31,23
17,1712,11,2022,28,7,2022,17,1709,25,23,4,9,320,320,4,4,31,23
20,2001,9,2022,31,8,2022,20,2009,31,27,4,4,320,320,5,4,31,35
7,0710,2,2023,19,9,2022,7,0710,999,999,4,4,320,320,4,4,31,41
7,0701,1,2023,5,10,2022,7,0710,999,999,4,1,320,320,4,9,31,99
7,0701,8,2022,16,6,2022,7,0710,999,999,9,9,320,320,9,9,31,99
10,1010,4,2022,2,3,2022,10,1010,31,26,4,4,320,320,4,2,31,97
10,1001,5,2022,3,3,2022,10,1010,37,25,4,4,320,320,4,4,31,97
10,1010,11,2022,10,11,2022,10,1010,29,28,4,1,320,320,4,4,31,97
12,1210,6,2022,11,5,2022,12,1210,33,29,4,4,320,320,4,4,31,43
3,0309,11,2022,25,10,2022,5,0511,36,34,1,4,320,320,4,4,31,33
5,0501,10,2022,5,9,2022,5,0511,43,28,1,4,320,320,4,3,31,97
17,1701,6,2022,23,5,2022,17,1711,38,33,4,4,320,320,4,4,31,41
1,0101,2,2022,7,2,2022,20,2011,999,999,4,4,320,320,9,9,31,97
20,2011,4,2022,30,3,2022,20,2011,27,25,4,5,320,840,4,3,31,97
3,0312,1,2023,21,12,2022,3,0312,32,33,4,4,320,320,4,4,31,35
4,0412,1,2023,5,12,2022,4,0412,33,28,9,9,320,320,4,3,31,97
13,1312,3,2023,5,10,2022,13,1312,999,999,9,9,320,320,9,9,31,41
14,1404,9,2022,8,7,2022,14,1412,32,32,4,4,320,320,4,4,31,34
16,1617,1,2023,16,9,2022,16,1612,43,47,4,4,320,320,4,4,31,23
1,0101,8,2022,28,6,2022,1,0113,999,999,9,9,320,320,9,9,31,23
4,0413,9,2022,5,9,2022,4,0413,33,37,1,1,320,320,4,4,31,97
5,0513,9,2022,22,7,2022,5,0513,28,26,4,4,320,320,4,4,31,23
5,0513,9,2022,31,8,2022,5,0513,34,28,4,4,320,320,9,9,31,34
12,1222,10,2022,29,8,2022,10,1013,24,22,1,9,320,320,4,3,31,97
12,1213,4,2022,10,2,2022,12,1213,999,999,9,9,320,320,9,9,31,99
1,0114,11,2022,1,3,2022,1,0114,29,32,4,4,320,320,4,4,31,43
6,0601,1,2023,29,12,2022,6,0614,34,30,9,9,320,320,4,3,31,97
11,1101,9,2022,31,8,2022,9,0914,28,24,4,4,320,320,4,3,31,97
14,1414,7,2022,27,4,2022,14,1414,33,33,4,4,320,320,4,9,31,97
22,2214,9,2022,14,7,2022,22,2214,29,26,4,4,320,320,4,4,31,97
1,0117,9,2022,6,9,2022,1,0115,42,36,4,4,320,320,4,4,31,23
1,0101,8,2022,29,7,2022,1,0115,30,26,4,4,320,320,4,3,31,97
1,0101,11,2022,27,10,2022,1,0115,46,36,4,4,320,320,4,4,31,97
1,0115,6,2022,8,6,2022,1,0115,33,43,4,4,320,320,4,5,31,97
1,0101,3,2022,3,3,2022,1,0115,33,28,4,4,320,320,4,4,31,97
1,0101,4,2022,10,3,2022,1,0115,34,36,4,4,320,320,9,9,31,97
15,1503,1,2023,2,11,2022,1,0115,32,46,4,9,320,320,4,9,31,99
2,0201,3,2022,16,2,2022,4,0415,36,27,1,4,320,320,4,3,31,53
1,0101,10,2022,4,10,2022,1,0116,30,24,4,4,320,320,4,2,31,97
22,2216,5,2022,19,4,2022,22,2216,31,28,4,4,320,320,4,4,31,97
6,0601,4,2022,29,3,2022,22,2216,36,21,5,9,320,320,4,4,31,97
9,0901,9,2022,21,9,2022,9,0917,32,27,4,4,320,320,4,3,31,97
9,0920,8,2022,12,7,2022,9,0917,27,25,4,4,320,320,4,3,31,97
10,1017,11,2022,18,8,2022,10,1017,34,26,9,4,320,320,4,4,31,23
10,1001,9,2022,9,8,2022,10,1018,29,23,4,4,320,320,4,3,31,97
9,0920,5,2022,31,3,2022,12,1218,43,41,4,4,320,320,4,2,31,97
9,0919,6,2022,6,6,2022,9,0919,40,25,4,4,320,320,4,1,31,97
10,1001,10,2022,14,10,2022,12,1219,28,33,1,4,320,320,4,4,31,31
9,0920,8,2022,18,7,2022,9,0920,61,63,4,4,320,320,4,4,31,32
9,0920,7,2022,22,4,2022,9,0920,38,33,4,4,320,320,4,4,31,23
9,0920,9,2022,25,3,2022,9,0920,34,32,4,4,320,320,4,5,31,26
9,0901,9,2022,22,9,2022,9,0920,49,50,4,4,320,320,4,4,31,51
9,0920,5,2023,17,11,2022,9,0920,999,999,9,9,320,320,9,9,31,97
16,1615,11,2022,23,9,2022,14,1420,32,32,4,4,320,320,9,2,31,97
12,1222,5,2022,4,5,2022,12,1222,30,31,4,4,320,320,4,9,31,34
12,1230,8,2022,20,5,2022,12,1230,45,41,4,4,320,320,4,5,31,22
9,0920,6,2023,22,11,2022,12,1230,30,32,4,4,320,320,4,3,31,97
1,0101,7,2022,18,7,2022,1,0101,36,40,4,4,320,320,4,5,32,22
1,0101,10,2022,4,10,2022,1,0101,36,28,4,4,320,320,3,4,32,51
2,0201,8,2022,11,8,2022,1,0101,45,45,1,4,320,320,9,2,32,97
1,0101,8,2022,27,6,2022,1,0101,48,45,4,4,320,320,4,3,32,97
1,0101,12,2022,17,11,2022,1,0101,40,31,4,4,320,320,4,4,32,97
1,0101,11,2022,19,10,2022,1,0101,41,54,4,4,320,320,4,3,32,97
12,1201,4,2022,18,3,2022,12,1201,52,38,4,4,320,320,4,4,32,24
16,1601,5,2022,8,4,2022,16,1601,999,999,9,9,320,320,9,9,32,97
18,1801,12,2022,19,10,2022,19,1901,32,33,4,4,320,320,4,4,32,32
19,1908,11,2022,24,3,2022,20,2001,50,31,4,4,320,320,4,4,32,23
9,0901,3,2022,17,3,2022,22,2201,70,64,1,4,320,320,5,4,32,23
19,1905,8,2022,24,5,2022,1,0102,36,32,4,4,320,320,4,9,32,22
8,0802,1,2023,21,12,2022,8,0802,25,30,1,1,320,320,4,1,32,97
8,0804,6,2022,20,5,2022,8,0804,35,34,1,1,320,320,4,4,32,32
20,2004,5,2022,8,2,2022,20,2004,25,21,4,4,320,320,4,3,32,97
14,1408,10,2022,8,6,2022,18,1805,43,35,4,9,320,320,4,2,32,97
1,0101,11,2022,26,10,2022,1,0106,34,30,4,4,320,320,3,3,32,97
1,0115,12,2022,6,7,2022,1,0107,32,27,4,4,320,320,3,4,32,97
9,0911,10,2022,30,6,2022,9,0909,24,19,1,9,320,320,4,1,32,97
14,1401,1,2023,27,1,2022,14,1412,25,26,9,1,840,320,4,4,32,41
3,0309,4,2022,28,3,2022,1,0115,29,26,4,4,320,320,4,4,32,97
9,0920,2,2022,2,2,2022,9,0920,25,25,4,4,320,320,5,4,32,33
9,0920,1,2023,15,6,2022,9,0920,44,25,4,4,320,320,4,2,32,97
13,1301,7,2022,28,6,2022,13,1327,35,34,1,4,320,320,4,3,32,97
1,0101,10,2022,14,9,2022,1,0101,46,43,4,4,320,320,5,5,33,22
1,0101,4,2022,18,3,2022,1,0101,33,31,4,4,320,320,4,4,33,23
1,0101,7,2022,24,1,2022,1,0101,36,37,4,4,320,320,4,4,33,23
1,0101,4,2022,7,3,2022,1,0101,45,43,9,9,320,320,1,9,33,32
1,0101,8,2022,5,7,2022,1,0101,42,31,4,4,320,320,4,4,33,33
1,0101,8,2022,11,7,2022,1,0101,999,999,9,9,320,320,9,9,33,33
1,0101,11,2022,28,9,2022,1,0101,28,27,4,4,320,320,4,4,33,34
3,0305,3,2023,14,10,2022,1,0101,999,999,9,9,320,320,9,9,33,35
10,1009,11,2022,18,7,2022,1,0101,999,999,9,9,320,320,9,9,33,41
1,0101,5,2022,12,4,2022,1,0101,35,40,4,4,320,320,4,4,33,41
1,0101,3,2023,14,6,2022,1,0101,999,999,9,9,320,320,9,9,33,41
1,0101,10,2022,20,9,2022,1,0101,34,32,4,4,320,320,4,4,33,42
1,0101,3,2022,17,2,2022,1,0101,29,32,4,4,320,320,4,4,33,43
1,0101,1,2023,14,12,2022,1,0101,52,35,4,4,320,320,4,2,33,52
1,0101,10,2022,25,8,2022,1,0101,53,57,4,4,320,320,4,2,33,97
1,0101,11,2022,25,8,2022,1,0101,33,49,4,4,320,320,4,4,33,97
1,0101,3,2023,23,11,2022,1,0101,33,26,4,4,320,320,4,3,33,97
1,0101,10,2022,30,9,2022,1,0101,32,31,4,4,320,320,5,4,33,97
1,0101,1,2023,12,12,2022,1,0101,45,39,4,4,320,320,4,5,33,97
1,0101,6,2022,2,6,2022,1,0101,42,50,4,4,320,320,4,5,33,97
1,0101,8,2022,22,7,2022,1,0101,999,999,9,9,320,320,9,9,33,97
1,0101,8,2022,5,8,2022,1,0101,999,999,9,9,320,222,9,9,33,97
3,0307,10,2022,22,9,2022,1,0101,999,999,9,9,320,320,9,9,33,97
1,0101,12,2022,14,11,2022,1,0101,31,27,4,4,320,320,4,4,33,97
1,0101,1,2023,14,12,2022,1,0101,25,26,4,4,320,320,4,4,33,97
1,0101,11,2022,17,10,2022,1,0101,41,40,4,4,320,320,4,6,33,97
4,0409,8,2022,20,7,2022,4,0401,52,44,4,4,320,320,9,4,33,33
3,0309,8,2022,7,7,2022,5,0501,36,999,4,9,320,840,4,9,33,97
8,0801,7,2022,27,6,2022,8,0801,35,34,1,5,320,320,4,4,33,41
9,0901,1,2022,17,1,2022,9,0901,999,999,9,9,320,320,9,9,33,31
9,0901,10,2022,17,10,2022,9,0901,31,34,4,4,320,320,4,4,33,33
1,0101,1,2023,6,12,2022,9,0901,999,999,9,9,320,320,9,9,33,41
9,0916,10,2022,7,9,2022,9,0901,43,44,1,4,320,320,4,9,33,97
9,0908,8,2022,30,5,2022,9,0901,30,29,5,4,320,320,4,4,33,97
10,1001,5,2022,16,5,2022,10,1001,44,44,9,9,320,320,9,9,33,23
10,1001,5,2022,21,4,2022,10,1001,41,41,9,9,320,320,9,1,33,97
11,1101,9,2022,4,8,2022,11,1101,25,24,4,4,320,320,9,4,33,32
11,1103,7,2022,27,6,2022,11,1101,30,30,4,4,320,320,4,4,33,43
11,1101,7,2022,27,6,2022,11,1101,32,24,4,4,320,320,4,3,33,52
11,1101,7,2022,23,5,2022,11,1101,37,30,4,4,320,320,4,4,33,52
11,1101,2,2022,7,2,2022,11,1101,35,33,9,9,320,320,9,1,33,97
13,1329,9,2022,7,6,2022,13,1301,39,41,4,4,320,320,4,5,33,26
13,1301,8,2022,20,5,2022,13,1301,45,47,9,9,320,320,4,4,33,41
13,1301,10,2022,27,9,2022,13,1301,36,30,4,4,320,320,4,3,33,97
15,1501,7,2022,18,3,2022,15,1501,31,27,4,4,320,320,4,4,33,23
16,1604,12,2022,1,8,2022,16,1601,38,36,1,4,320,320,4,4,33,23
17,1701,9,2022,7,7,2022,17,1701,39,43,4,4,320,320,4,3,33,97
18,1801,10,2022,22,8,2022,18,1801,34,44,4,4,320,320,4,9,33,97
18,1801,2,2022,20,1,2022,18,1801,35,31,4,9,320,320,4,9,33,97
18,1801,2,2023,12,10,2022,18,1801,999,999,9,9,320,320,9,9,33,99
1,0111,5,2022,25,4,2022,19,1901,999,999,9,9,320,320,9,9,33,23
20,2001,5,2022,25,1,2022,20,2001,49,38,4,4,320,320,4,5,33,22
19,1901,10,2022,28,4,2022,20,2001,28,27,4,4,320,320,4,4,33,23
22,2201,5,2022,9,5,2022,22,2201,45,39,4,4,320,320,4,2,33,52
1,0101,11,2022,12,10,2022,22,2201,27,26,4,4,320,320,4,4,33,97
5,0501,1,2023,10,10,2022,5,0502,31,32,4,4,320,320,4,5,33,23
5,0504,6,2023,12,12,2022,5,0502,28,28,4,4,320,320,4,4,33,52
6,0601,12,2022,29,9,2022,6,0602,56,53,4,4,320,320,4,4,33,97
9,0901,8,2022,4,8,2022,9,0902,29,28,4,4,320,320,4,4,33,41
9,0901,1,2023,2,12,2022,9,0902,38,35,4,4,320,320,4,4,33,97
13,1302,7,2022,12,7,2022,13,1302,38,41,4,4,320,320,4,4,33,33
1,0111,11,2022,26,10,2022,22,2202,41,34,3,4,320,320,5,2,33,52
1,0103,8,2022,3,8,2022,1,0103,36,33,4,4,320,320,4,5,33,23
7,0701,1,2023,27,9,2022,7,0703,35,34,1,1,320,320,4,4,33,97
10,1001,8,2022,4,8,2022,11,1103,31,31,4,4,320,320,4,4,33,34
11,1103,12,2022,12,10,2022,11,1103,34,34,4,4,320,320,4,5,33,43
17,1701,10,2022,16,8,2022,17,1703,30,22,4,4,320,320,4,3,33,97
17,1701,3,2022,17,2,2022,17,1703,25,28,4,4,320,320,4,5,33,97
11,1104,4,2022,21,3,2022,11,1104,31,27,4,4,320,320,4,4,33,51
16,1601,2,2023,24,9,2022,16,1604,999,999,9,9,320,320,9,9,33,97
17,1702,8,2022,14,7,2022,17,1704,29,29,4,4,320,320,4,4,33,33
17,1712,4,2022,25,2,2022,17,1704,31,25,4,4,320,320,4,5,33,97
18,1804,4,2022,12,1,2022,18,1804,24,21,4,9,320,124,4,1,33,97
18,1801,1,2023,21,12,2022,18,1804,45,37,4,9,320,320,4,1,33,99
1,0101,4,2022,2,4,2022,19,1904,34,29,4,4,320,320,4,5,33,26
21,2101,6,2022,23,5,2022,21,2104,32,34,4,4,320,320,4,4,33,34
11,1105,6,2022,3,6,2022,11,1105,41,48,5,4,320,320,4,3,33,52
19,1903,3,2023,8,8,2022,19,1905,33,29,4,4,320,320,4,4,33,33
5,0506,10,2022,11,7,2022,5,0506,39,25,4,4,320,320,4,4,33,23
10,1006,4,2022,23,3,2022,10,1006,33,28,1,4,320,320,4,4,33,97
11,1106,4,2022,22,2,2022,11,1106,40,29,4,4,320,320,4,4,33,97
19,1901,11,2022,9,9,2022,19,1906,999,999,4,4,320,320,9,9,33,97
10,1001,11,2022,25,10,2022,10,1007,29,26,4,4,320,320,4,4,33,97
9,0921,5,2022,18,4,2022,11,1107,28,26,4,4,320,320,4,4,33,23
17,1701,12,2022,16,11,2022,17,1707,34,33,4,4,320,320,4,4,33,41
20,2007,6,2022,9,6,2022,20,2007,27,31,4,4,320,320,9,9,33,23
20,2007,12,2022,10,6,2022,20,2007,28,29,4,4,320,320,4,4,33,97
1,0101,3,2022,8,2,2022,22,2207,31,27,4,4,320,320,4,3,33,97
1,0101,1,2023,8,12,2022,1,0108,999,999,9,9,320,320,9,9,33,33
1,0111,7,2022,6,7,2022,1,0108,61,999,4,9,320,320,4,9,33,43
1,0115,3,2023,21,11,2022,1,0108,41,38,9,4,320,320,4,5,33,52
1,0101,8,2022,13,7,2022,6,0608,35,49,4,4,320,320,4,2,33,75
6,0601,7,2022,2,6,2022,6,0608,42,999,4,9,320,320,4,9,33,99
11,1108,12,2022,12,7,2022,11,1108,35,32,4,4,320,320,4,4,33,43
1,0101,3,2022,21,2,2022,11,1108,23,23,4,4,320,320,4,3,33,97
17,1703,5,2022,3,5,2022,17,1708,36,36,4,4,320,320,4,4,33,23
22,2208,3,2022,13,1,2022,22,2208,27,22,4,4,320,320,4,4,33,97
5,0509,12,2022,14,10,2022,5,0509,28,22,4,4,320,320,4,4,33,33
11,1101,8,2022,17,5,2022,11,1109,23,23,4,4,320,320,4,4,33,33
11,1109,2,2023,12,12,2022,11,1109,32,28,1,4,320,320,4,4,33,97
1,0101,9,2022,26,8,2022,17,1709,33,34,4,4,320,320,4,4,33,23
17,1712,8,2022,23,6,2022,17,1709,29,26,4,4,320,320,4,4,33,23
17,1712,4,2022,11,3,2022,17,1709,31,29,4,4,320,320,4,3,33,97
17,1712,1,2023,2,12,2022,17,1709,33,31,4,4,320,320,4,4,33,97
7,0701,6,2022,19,5,2022,7,0710,46,33,4,4,320,320,4,2,33,97
7,0701,6,2022,23,5,2022,7,0710,37,27,4,1,320,320,4,3,33,97
17,1712,10,2022,9,9,2022,17,1710,33,25,1,1,320,320,4,3,33,97
17,1705,9,2022,7,7,2022,17,1710,34,31,4,4,320,320,5,3,33,97
5,0511,7,2022,14,7,2022,5,0511,30,32,4,4,320,320,9,4,33,23
19,1911,1,2023,6,12,2022,19,1911,32,32,4,4,320,320,4,4,33,42
22,2204,12,2022,17,11,2022,20,2011,31,26,4,4,320,320,4,3,33,97
1,0106,2,2022,27,1,2022,4,0412,41,33,1,4,320,320,4,5,33,23
1,0101,7,2022,29,6,2022,4,0412,36,999,9,9,320,320,9,9,33,99
12,1222,9,2022,2,9,2022,12,1212,33,28,4,4,320,320,4,5,33,97
17,1712,6,2022,3,5,2022,17,1712,36,30,4,4,320,320,4,4,33,23
17,1712,5,2022,26,4,2022,17,1712,40,40,4,4,320,320,5,4,33,33
17,1712,4,2023,20,7,2022,17,1712,36,53,4,4,320,320,4,4,33,52
21,2101,11,2022,4,10,2022,22,2212,34,30,4,4,320,320,3,3,33,97
1,0101,9,2022,12,9,2022,1,0113,31,31,4,4,320,320,4,3,33,97
1,0101,6,2022,14,3,2022,4,0413,57,53,9,1,320,320,4,2,33,97
22,2214,5,2022,26,4,2022,22,2214,25,30,5,4,320,320,4,4,33,97
1,0115,8,2022,3,8,2022,1,0115,41,47,4,4,320,320,4,4,33,51
1,0101,10,2022,9,8,2022,1,0115,39,33,9,4,340,320,9,4,33,52
1,0101,9,2022,18,8,2022,1,0115,33,31,4,4,320,320,5,5,33,97
12,1215,1,2023,21,10,2022,12,1215,32,29,4,4,320,320,4,9,33,97
12,1216,3,2023,13,7,2022,12,1216,24,20,4,4,320,320,5,4,33,97
22,2216,12,2022,2,12,2022,22,2216,32,23,4,4,320,320,4,4,33,97
1,0101,7,2022,4,5,2022,1,0117,34,23,4,4,320,320,4,2,33,97
1,0101,1,2023,2,11,2022,1,0117,47,38,4,4,320,320,4,9,33,97
12,1218,4,2022,18,3,2022,12,1217,46,52,4,4,320,320,2,4,33,32
12,1218,5,2022,30,3,2022,12,1217,33,29,4,4,320,320,3,3,33,97
9,0920,1,2023,28,7,2022,9,0920,999,999,9,9,320,320,9,9,33,34
9,0920,7,2022,20,6,2022,9,0920,27,21,4,4,320,320,4,4,33,41
9,0920,12,2022,19,10,2022,9,0920,33,32,4,4,320,320,4,4,33,97
9,0920,4,2022,7,3,2022,9,0921,35,32,4,4,320,320,4,4,33,23
1,0101,5,2022,3,3,2022,1,0101,37,34,4,4,320,320,4,6,34,12
1,0105,5,2022,25,4,2022,1,0101,36,33,4,4,320,320,4,5,34,22
1,0101,4,2023,1,12,2022,1,0101,999,999,9,9,320,320,9,9,34,23
1,0101,4,2022,16,3,2022,1,0101,41,30,4,4,320,320,4,9,34,23
3,0308,9,2022,2,9,2022,1,0101,999,999,9,9,320,320,9,9,34,23
1,0101,6,2022,9,5,2022,1,0101,49,40,4,4,320,320,4,5,34,23
3,0301,3,2023,29,3,2022,1,0101,999,999,9,9,320,320,9,9,34,23
1,0105,1,2023,28,12,2022,1,0101,28,39,5,4,192,320,4,5,34,26
1,0101,8,2022,26,8,2022,1,0101,49,68,4,4,320,320,4,6,34,26
1,0102,6,2022,17,6,2022,1,0101,46,62,4,4,320,320,4,5,34,26
1,0117,6,2022,4,5,2022,1,0101,999,999,9,9,320,320,9,1,34,53
1,0108,2,2023,19,12,2022,1,0101,45,42,5,4,320,320,4,4,34,33
1,0101,7,2022,16,6,2022,1,0101,999,999,9,9,320,320,9,9,34,33
1,0101,7,2022,14,6,2022,1,0101,48,37,4,4,320,320,5,4,34,34
1,0101,7,2022,7,7,2022,1,0101,999,999,9,9,320,320,9,9,34,34
1,0101,3,2023,7,11,2022,1,0101,999,999,9,9,320,320,9,9,34,34
1,0114,11,2022,2,11,2022,1,0101,34,33,4,4,320,320,4,4,34,41
1,0101,6,2022,6,6,2022,1,0101,38,35,4,4,320,320,4,4,34,41
1,0101,3,2022,25,1,2022,1,0101,39,37,4,4,320,320,3,4,34,41
1,0101,9,2022,8,9,2022,1,0101,32,32,4,4,320,320,4,4,34,41
1,0101,11,2022,19,7,2022,1,0101,36,24,9,4,720,320,4,4,34,42
1,0101,6,2022,11,4,2022,1,0101,999,999,9,9,320,320,9,9,34,43
1,0101,9,2022,3,8,2022,1,0101,26,25,4,4,320,320,9,4,34,43
1,0101,6,2022,17,3,2022,1,0101,38,26,4,4,320,320,9,4,34,43
1,0101,12,2022,2,12,2022,1,0101,999,999,9,9,320,320,9,9,34,43
1,0101,8,2022,8,4,2022,1,0101,23,23,5,4,320,320,4,4,34,44
1,0101,5,2022,1,4,2022,1,0101,32,31,4,4,320,320,3,4,34,52
1,0101,3,2022,20,1,2022,1,0101,36,31,9,4,320,320,4,4,34,97
1,0101,6,2022,24,5,2022,1,0101,36,999,4,9,320,320,4,9,34,97
1,0101,4,2022,11,3,2022,1,0101,49,999,9,9,320,320,9,9,34,97
1,0101,5,2022,18,3,2022,1,0101,999,999,9,9,320,320,9,9,34,97
1,0101,6,2022,23,5,2022,1,0101,999,999,9,9,320,320,9,9,34,97
1,0101,2,2023,13,7,2022,1,0101,49,999,4,9,320,320,5,9,34,97
1,0103,5,2022,25,4,2022,1,0101,23,27,9,4,320,320,4,3,34,97
1,0101,3,2022,3,3,2022,1,0101,32,32,4,4,320,320,4,4,34,97
1,0101,4,2023,24,11,2022,1,0101,999,999,9,9,320,320,9,9,34,99
2,0201,8,2022,24,6,2022,2,0201,36,29,4,4,320,320,4,9,34,26
5,0501,11,2022,18,11,2022,5,0501,37,42,4,9,320,320,4,1,34,97
5,0501,7,2022,11,5,2022,5,0501,33,24,4,9,320,320,4,4,34,97
7,0701,3,2022,3,2,2022,7,0701,26,26,5,1,320,320,4,5,34,97
9,0916,11,2022,24,10,2022,9,0901,34,41,4,1,320,320,4,1,34,97
9,0901,1,2023,7,11,2022,9,0901,22,22,4,4,320,320,4,4,34,97
1,0101,11,2022,22,4,2022,9,0901,999,999,5,5,320,320,9,9,34,97
10,1007,1,2023,14,11,2022,10,1001,29,38,4,4,320,320,9,4,34,31
11,1101,6,2022,31,5,2022,10,1001,28,27,4,4,320,320,4,4,34,34
10,1017,5,2023,12,12,2022,10,1001,29,33,4,4,320,320,4,4,34,35
10,1001,8,2022,18,7,2022,10,1001,37,33,4,4,320,320,4,4,34,97
10,1001,10,2022,22,3,2022,10,1001,999,999,9,9,320,320,9,9,34,97
11,1101,3,2022,16,2,2022,11,1101,51,50,4,4,320,320,4,4,34,41
1,0101,9,2022,19,8,2022,12,1201,45,37,4,4,320,320,4,4,34,41
9,0901,9,2022,19,9,2022,12,1201,39,35,9,9,320,320,9,9,34,43
12,1201,3,2022,1,2,2022,12,1201,37,33,4,4,320,320,4,3,34,52
13,1301,1,2023,21,12,2022,13,1301,27,26,4,4,320,320,4,4,34,97
9,0901,5,2022,21,3,2022,14,1401,30,25,1,5,320,840,4,3,34,97
15,1501,10,2022,23,5,2022,15,1501,28,29,9,9,320,320,4,9,34,35
2,0201,3,2022,28,2,2022,15,1501,46,39,4,4,320,320,4,4,34,97
16,1605,4,2023,28,11,2022,16,1601,33,35,4,4,320,320,4,4,34,97
17,1703,12,2022,4,11,2022,17,1701,33,30,4,4,320,320,4,3,34,97
17,1705,4,2022,28,2,2022,18,1801,43,40,4,9,320,320,4,4,34,33
18,1801,8,2022,24,5,2022,18,1801,30,24,4,4,320,320,9,4,34,43
18,1801,2,2023,7,7,2022,18,1801,47,24,4,4,320,320,4,3,34,97
18,1801,3,2022,4,2,2022,18,1801,35,32,4,4,320,320,4,4,34,97
18,1801,12,2022,4,10,2022,18,1801,33,27,4,4,320,320,4,4,34,97
18,1801,9,2022,24,8,2022,18,1801,59,999,4,9,320,320,4,9,34,99
