DEPREG,MUPREG,MESREG,AÑOREG,DIAOCU,MESOCU,AÑOOCU,DEPOCU,MUPOCU,EDADHOM,EDADMUJ,PUEHOM,PUEMUJ,NACHOM,NACMUJ,ESCHOM,ESCMUJ,CIUOHOM,CIUOMUJ
1,0101,1,2023,14,12,2022,1,0101,38,43,9,4,124,320,9,5,01,01
1,0115,9,2022,16,8,2022,1,0101,30,35,4,4,320,320,9,5,01,26
19,1901,1,2023,7,12,2022,1,0101,33,30,4,4,320,320,5,5,01,26
1,0101,10,2022,20,9,2022,1,0101,34,32,4,4,320,320,5,4,01,41
1,0101,12,2022,28,11,2022,1,0101,31,24,4,4,320,320,5,4,01,43
1,0101,3,2023,14,11,2022,1,0101,32,32,4,4,320,320,5,4,01,43
1,0101,1,2023,6,12,2022,1,0101,35,24,4,4,320,320,5,4,01,97
11,1101,3,2022,28,2,2022,11,1101,34,34,4,4,320,320,9,4,01,23
20,2001,3,2023,24,8,2022,20,2001,999,999,9,9,320,56,9,9,01,97
11,1101,4,2022,7,4,2022,1,0108,39,41,9,4,320,320,9,5,01,01
1,0101,3,2022,21,2,2022,1,0101,999,999,9,9,320,320,9,9,03,23
1,0115,9,2022,19,9,2022,1,0101,999,999,9,9,320,320,9,9,03,97
15,1502,11,2022,27,10,2022,1,0101,999,999,9,9,320,320,9,9,03,99
19,1901,12,2022,21,11,2022,19,1901,27,23,4,9,320,320,9,2,03,97
6,0601,3,2022,14,2,2022,22,2205,46,23,9,9,840,320,9,4,03,51
22,2205,12,2022,28,11,2022,22,2205,27,27,4,4,320,320,4,3,03,97
1,0101,6,2023,5,12,2022,1,0108,999,999,9,9,320,320,9,9,03,41
1,0101,7,2022,6,4,2022,1,0108,999,999,9,9,320,320,9,1,03,97
1,0101,5,2022,11,5,2022,1,0101,999,999,9,9,320,320,9,9,11,41
1,0115,10,2022,19,9,2022,1,0101,29,28,4,4,320,320,4,4,11,43
1,0101,10,2022,29,8,2022,1,0101,34,32,4,4,320,320,5,4,11,44
9,0901,6,2022,20,6,2022,9,0901,35,39,4,5,320,320,9,5,11,21
16,1601,9,2022,28,1,2022,16,1605,44,27,1,1,320,320,4,4,11,41
9,0922,10,2022,21,9,2022,9,0920,35,29,4,4,320,320,6,9,11,41
9,0901,7,2022,12,7,2022,9,0923,34,38,4,4,320,320,5,5,11,21
1,0101,12,2022,22,9,2022,1,0101,47,44,4,4,320,320,9,9,12,12
18,1804,4,2022,23,2,2022,1,0101,43,42,4,4,320,320,5,5,12,12
1,0101,9,2022,25,8,2022,1,0101,37,37,4,4,320,320,6,9,12,21
1,0101,12,2022,14,11,2022,1,0101,53,55,4,4,320,320,5,5,12,21
19,1902,11,2022,18,10,2022,1,0101,48,47,4,4,320,320,5,5,12,33
1,0115,8,2022,3,6,2022,1,0101,42,39,4,4,320,320,5,4,12,41
1,0103,9,2022,23,8,2022,1,0101,37,31,4,4,320,320,5,5,12,42
1,0101,7,2022,5,5,2022,1,0101,28,31,4,4,320,320,5,4,12,43
1,0101,3,2023,18,2,2022,1,0101,47,40,4,4,320,320,5,5,12,43
1,0115,3,2022,16,2,2022,1,0101,49,44,5,4,320,320,5,5,12,52
1,0101,8,2022,8,8,2022,1,0101,48,47,5,4,840,320,6,5,12,52
1,0101,9,2022,3,8,2022,1,0101,39,38,4,9,320,320,6,1,12,97
1,0113,9,2022,5,1,2022,1,0101,999,999,9,9,320,320,9,1,12,97
1,0101,12,2022,18,11,2022,1,0101,32,32,4,4,320,320,4,4,12,97
1,0101,3,2023,28,12,2022,1,0101,40,41,4,5,320,720,6,4,12,97
1,0101,5,2022,18,1,2022,1,0101,999,45,9,9,222,320,9,9,12,97
1,0101,8,2022,3,8,2022,1,0101,43,30,4,5,320,320,5,4,12,97
3,0301,5,2022,27,4,2022,3,0301,29,31,4,4,320,320,5,5,12,51
9,0901,10,2022,25,10,2022,9,0901,35,29,9,4,320,320,5,5,12,23
9,0901,7,2022,25,7,2022,9,0901,37,38,4,4,320,320,5,4,12,97
1,0101,2,2022,9,2,2022,10,1001,46,47,4,4,320,320,9,9,12,23
18,1801,9,2022,8,8,2022,18,1801,27,24,4,4,320,320,9,9,12,12
1,0101,4,2022,3,3,2022,1,0102,39,43,4,4,320,320,5,4,12,97
1,0101,12,2022,23,11,2022,1,0102,45,46,4,4,320,320,5,5,12,97
1,0101,1,2023,28,11,2022,1,0103,51,48,4,4,320,320,5,5,12,99
19,1904,5,2022,20,4,2022,19,1904,35,28,4,4,320,320,4,2,12,97
21,2101,9,2022,13,7,2022,22,2205,48,43,4,9,320,320,5,9,12,99
11,1101,4,2022,7,4,2022,11,1107,35,36,4,4,320,320,5,5,12,97
13,1307,4,2023,22,9,2022,13,1307,27,28,4,1,320,320,6,4,12,97
1,0101,6,2022,15,3,2022,1,0108,999,999,9,9,320,320,9,9,12,24
1,0108,6,2022,10,2,2022,1,0108,999,999,9,9,320,320,9,9,12,41
1,0101,8,2022,5,7,2022,1,0108,38,35,4,4,320,320,5,4,12,97
3,0301,4,2022,5,4,2022,3,0313,41,42,4,4,320,320,5,5,12,26
1,0101,2,2023,27,12,2022,1,0115,46,40,9,9,840,320,5,9,12,97
1,0101,3,2022,26,1,2022,1,0115,42,37,4,4,320,320,5,9,12,97
1,0116,1,2023,15,11,2022,1,0116,34,34,4,4,320,320,5,5,12,97
1,0101,7,2022,26,5,2022,1,0117,37,35,4,4,320,320,6,4,12,35
1,0101,6,2023,29,6,2022,1,0101,40,28,4,4,320,320,6,3,13,97
5,0512,5,2022,18,3,2022,5,0512,42,37,4,4,320,320,5,4,13,23
1,0101,7,2022,7,6,2022,1,0101,48,39,4,4,320,320,5,5,21,12
3,0308,12,2022,24,11,2022,1,0101,38,34,4,4,320,320,5,5,21,12
1,0101,7,2022,10,6,2022,1,0101,50,46,4,4,320,320,5,5,21,12
1,0101,9,2022,9,9,2022,1,0101,999,999,9,9,320,320,9,9,21,12
9,0917,7,2022,18,7,2022,1,0101,46,46,4,4,320,320,5,5,21,21
1,0101,7,2022,14,7,2022,1,0101,66,60,4,4,320,320,5,5,21,21
1,0101,3,2022,22,3,2022,1,0101,48,42,4,4,320,320,5,5,21,21
1,0101,5,2022,22,4,2022,1,0101,999,999,9,9,320,320,9,9,21,21
1,0101,10,2022,28,9,2022,1,0101,36,34,4,4,320,320,5,5,21,21
1,0101,11,2022,6,10,2022,1,0101,42,41,4,4,320,320,5,5,21,21
1,0101,10,2022,14,9,2022,1,0101,29,29,4,4,320,320,9,5,21,21
1,0101,4,2022,11,3,2022,1,0101,35,34,4,4,320,320,5,5,21,21
1,0101,3,2022,17,2,2022,1,0101,41,30,4,4,320,320,9,5,21,21
1,0101,6,2022,12,5,2022,1,0101,32,31,4,4,320,320,9,5,21,21
1,0101,8,2022,5,7,2022,1,0101,999,999,9,9,320,320,9,9,21,21
3,0308,9,2022,22,8,2022,1,0101,37,34,4,4,320,320,5,9,21,21
1,0101,5,2023,4,8,2022,1,0101,38,33,4,4,320,320,5,5,21,21
5,0502,8,2022,3,5,2022,1,0101,39,42,4,4,320,320,5,5,21,21
1,0101,7,2022,9,5,2022,1,0101,35,35,4,4,320,320,5,5,21,21
1,0101,9,2022,10,8,2022,1,0101,38,33,4,4,320,320,9,5,21,21
1,0101,1,2023,13,9,2022,1,0101,37,33,4,5,320,840,5,5,21,21
1,0101,3,2022,11,3,2022,1,0101,32,27,4,4,320,320,5,9,21,21
1,0101,10,2022,11,8,2022,1,0101,44,46,4,4,320,320,9,5,21,21
1,0101,9,2022,7,9,2022,1,0101,43,39,4,4,320,320,5,5,21,21
1,0101,11,2022,5,10,2022,1,0101,46,41,4,4,320,320,5,5,21,21
1,0101,5,2022,31,3,2022,1,0101,40,40,4,4,320,320,5,5,21,21
1,0101,1,2023,27,12,2022,1,0101,42,43,4,4,320,320,5,5,21,21
1,0101,1,2023,15,12,2022,1,0101,62,59,4,4,320,320,5,5,21,21
1,0101,1,2023,21,12,2022,1,0101,41,42,4,4,320,320,6,6,21,21
1,0101,3,2022,25,2,2022,1,0101,37,34,4,4,320,320,5,5,21,21
1,0101,8,2022,14,2,2022,1,0101,44,40,4,4,320,320,5,5,21,22
1,0101,7,2022,21,6,2022,1,0101,29,32,4,9,320,724,9,5,21,22
1,0101,10,2022,5,10,2022,1,0101,38,36,4,4,320,320,9,4,21,23
1,0101,5,2022,16,3,2022,1,0101,34,33,4,4,320,320,5,6,21,23
1,0101,9,2022,1,7,2022,1,0101,69,999,4,9,320,320,5,9,21,24
4,0410,9,2022,1,9,2022,1,0101,999,999,9,9,320,320,9,9,21,24
1,0101,11,2022,3,11,2022,1,0101,52,50,4,4,320,320,5,5,21,24
16,1601,5,2023,24,10,2022,1,0101,42,41,4,4,320,320,5,5,21,24
1,0101,8,2022,8,7,2022,1,0101,42,34,4,4,320,320,6,5,21,24
1,0101,11,2022,10,10,2022,1,0101,32,29,4,4,320,320,5,9,21,26
1,0101,4,2022,9,2,2022,1,0101,41,38,4,4,320,320,5,5,21,26
1,0101,6,2022,25,3,2022,1,0101,46,44,4,4,320,320,5,5,21,26
1,0101,3,2022,24,2,2022,1,0101,31,32,4,4,320,320,5,5,21,26
1,0101,3,2022,26,1,2022,1,0101,29,30,4,4,320,320,6,9,21,26
1,0101,11,2022,19,10,2022,1,0101,34,33,4,4,320,320,6,5,21,26
1,0101,3,2022,12,1,2022,1,0101,38,36,4,4,320,320,9,5,21,26
1,0101,5,2022,25,2,2022,1,0101,999,999,9,9,320,320,9,9,21,26
1,0101,6,2022,19,5,2022,1,0101,999,999,9,9,320,320,9,9,21,26
1,0101,12,2022,19,10,2022,1,0101,36,28,4,4,320,320,5,5,21,34
1,0101,12,2022,12,9,2022,1,0101,51,44,4,4,320,320,5,4,21,34
1,0101,2,2022,18,1,2022,1,0101,37,35,4,4,320,320,9,4,21,35
1,0101,7,2022,19,5,2022,1,0101,60,55,4,4,320,320,5,4,21,41
1,0101,9,2022,4,8,2022,1,0101,999,999,9,9,222,320,9,9,21,41
1,0101,11,2022,27,9,2022,1,0101,999,999,9,9,320,320,9,9,21,41
1,0101,6,2022,13,5,2022,1,0101,32,35,4,4,320,320,9,5,21,43
1,0101,11,2022,19,10,2022,1,0101,45,43,4,4,320,320,9,4,21,52
1,0101,8,2022,22,4,2022,1,0101,52,46,4,9,320,320,5,1,21,97
1,0101,9,2022,11,7,2022,1,0101,49,40,9,4,218,320,9,2,21,97
1,0101,10,2022,1,9,2022,1,0101,40,34,4,4,320,320,5,3,21,97
1,0101,5,2023,21,11,2022,1,0101,31,31,4,4,320,320,5,4,21,97
1,0101,12,2022,16,11,2022,1,0101,33,30,4,4,320,320,5,4,21,97
1,0101,8,2022,7,7,2022,1,0101,46,41,4,4,320,320,5,4,21,97
1,0101,3,2022,7,2,2022,1,0101,45,38,4,4,320,320,5,5,21,97
1,0101,8,2022,23,6,2022,1,0101,999,999,9,9,568,320,9,1,21,97
1,0101,7,2022,7,3,2022,1,0101,44,38,4,4,320,320,6,4,21,97
1,0101,6,2022,25,4,2022,1,0101,43,31,4,4,320,320,5,4,21,97
1,0101,11,2022,14,10,2022,1,0101,34,35,4,4,320,320,5,4,21,97
1,0101,6,2022,11,4,2022,1,0101,38,39,4,4,320,320,5,5,21,97
1,0101,4,2022,16,3,2022,1,0101,999,999,9,9,320,152,9,9,21,97
1,0101,2,2022,25,1,2022,1,0101,55,999,9,9,840,320,9,9,21,97
1,0101,8,2022,4,8,2022,1,0101,38,30,4,5,320,170,9,4,21,97
5,0504,12,2022,21,11,2022,1,0101,43,40,4,4,320,320,5,5,21,97
1,0101,9,2022,18,8,2022,1,0101,55,54,4,4,320,320,5,5,21,97
1,0102,6,2022,3,6,2022,1,0101,36,39,4,9,320,76,9,9,21,97
1,0101,5,2022,26,4,2022,1,0101,999,999,9,9,320,340,9,9,21,97
1,0101,5,2022,5,4,2022,3,0301,52,51,4,4,320,320,9,9,21,21
1,0101,7,2022,23,6,2022,3,0301,999,999,9,9,320,320,9,9,21,99
6,0601,3,2022,1,3,2022,6,0601,35,999,4,9,320,320,9,9,21,99
9,0901,7,2022,31,3,2022,9,0901,999,999,9,9,222,320,9,9,21,21
9,0901,8,2022,2,8,2022,9,0901,36,37,4,4,320,320,5,5,21,24
9,0901,6,2022,2,6,2022,9,0901,38,35,4,4,320,320,5,5,21,26
9,0901,9,2022,12,8,2022,9,0901,44,41,4,4,320,320,9,5,21,54
9,0916,9,2022,11,8,2022,9,0901,43,43,4,4,320,320,5,5,21,97
1,0101,4,2022,8,3,2022,9,0901,50,49,4,4,320,320,6,5,21,97
9,0901,10,2022,6,10,2022,9,0901,40,46,4,4,320,320,5,5,21,97
1,0101,6,2022,26,5,2022,10,1001,51,50,4,4,320,320,5,3,21,97
4,0401,9,2022,4,8,2022,10,1001,41,38,4,4,320,320,5,4,21,97
10,1012,11,2022,24,11,2022,10,1001,37,27,4,4,320,320,5,4,21,97
12,1215,3,2023,13,10,2022,11,1101,42,37,4,4,320,320,5,5,21,24
12,1201,1,2023,7,11,2022,12,1201,44,38,4,4,320,320,5,5,21,24
12,1201,3,2022,31,1,2022,12,1201,34,32,4,4,320,320,5,5,21,26
13,1301,5,2023,12,10,2022,13,1301,41,33,4,9,320,340,5,5,21,21
13,1301,8,2022,20,7,2022,13,1301,48,45,4,4,320,320,5,6,21,26
13,1301,7,2022,22,4,2022,13,1301,54,40,4,4,320,320,9,4,21,97
14,1401,10,2022,5,7,2022,14,1401,47,53,4,4,320,320,5,5,21,22
16,1610,3,2022,4,3,2022,16,1601,48,51,4,4,320,320,5,4,21,23
16,1601,1,2023,9,9,2022,16,1601,44,37,4,4,320,320,5,5,21,24
16,1604,10,2022,10,6,2022,16,1601,45,30,4,4,320,320,5,5,21,24
16,1612,9,2022,29,7,2022,16,1601,37,36,1,4,320,320,5,4,21,97
19,1901,7,2022,8,6,2022,19,1901,29,27,4,4,320,320,9,4,21,52
1,0101,2,2023,13,10,2022,19,1901,42,29,4,4,320,320,5,4,21,97
1,0101,12,2022,16,11,2022,21,2101,45,33,4,4,320,320,5,4,21,35
1,0108,5,2022,25,4,2022,21,2101,30,28,4,4,320,320,5,5,21,97
1,0101,5,2022,26,1,2022,1,0102,33,30,4,4,320,320,5,4,21,97
1,0101,8,2022,15,7,2022,1,0102,38,36,4,4,320,320,5,9,21,97
5,0501,3,2022,8,3,2022,5,0502,999,999,4,4,320,320,9,9,21,52
6,0601,3,2022,20,1,2022,6,0602,52,23,4,4,320,320,5,4,21,97
13,1301,7,2022,16,6,2022,13,1302,33,30,1,4,320,320,5,4,21,97
16,1609,2,2023,2,9,2022,16,1602,34,28,4,4,320,320,9,4,21,97
1,0101,9,2022,8,9,2022,1,0103,31,32,5,4,840,320,5,4,21,33
1,0101,7,2022,6,6,2022,1,0103,45,43,4,5,320,392,5,5,21,21
17,1701,1,2022,5,1,2022,17,1703,36,27,4,4,320,320,5,4,21,97
1,0101,11,2022,13,10,2022,19,1903,58,55,4,4,320,320,9,9,21,97
14,1404,8,2022,18,2,2022,14,1404,30,23,1,9,320,320,5,3,21,97
18,1801,8,2022,2,8,2022,18,1804,38,34,5,4,840,320,5,5,21,12
1,0101,11,2022,4,10,2022,1,0106,31,28,4,4,320,320,5,5,21,21
16,1617,5,2022,5,5,2022,16,1606,42,40,9,4,320,320,5,4,21,23
1,0101,12,2022,15,12,2022,17,1706,57,51,4,4,320,320,5,5,21,97
19,1904,2,2023,24,11,2022,22,2207,43,44,4,4,320,320,5,9,21,99
1,0101,1,2023,24,11,2022,1,0108,999,999,9,9,320,320,5,5,21,24
1,0101,6,2022,3,6,2022,1,0108,46,44,4,4,320,320,5,5,21,26
1,0102,6,2022,2,2,2022,1,0108,999,999,9,9,320,320,9,9,21,26
1,0101,8,2022,17,5,2022,1,0108,999,999,9,9,320,320,9,9,21,34
1,0101,2,2023,8,8,2022,1,0108,42,36,4,4,320,320,6,4,21,41
1,0101,2,2022,13,1,2022,3,0308,30,31,4,4,320,320,9,9,21,21
3,0308,9,2022,11,8,2022,3,0308,33,30,4,4,320,320,5,4,21,23
1,0115,3,2023,17,10,2022,3,0309,39,38,4,4,320,320,9,5,21,21
11,1106,6,2022,19,5,2022,11,1109,29,26,4,4,320,320,5,5,21,23
9,0901,8,2022,30,8,2022,19,1909,47,37,4,4,320,320,5,5,21,26
3,0309,5,2022,3,5,2022,3,0310,39,28,4,4,320,320,5,4,21,97
10,1010,7,2022,21,6,2022,10,1010,42,36,4,9,320,320,5,1,21,97
22,2212,1,2023,16,12,2022,22,2212,41,36,4,4,320,320,5,4,21,23
1,0101,5,2022,18,4,2022,1,0114,38,40,4,4,320,320,9,9,21,97
1,0115,7,2022,24,5,2022,1,0115,31,40,4,4,320,320,9,5,21,26
1,0101,1,2023,12,12,2022,1,0115,41,38,1,4,320,320,5,4,21,97
1,0115,12,2022,4,11,2022,1,0115,28,23,4,4,320,320,5,4,21,97
1,0101,3,2022,4,2,2022,1,0101,999,54,9,4,320,320,9,5,22,12
1,0101,11,2022,5,10,2022,1,0101,36,26,9,4,170,320,5,9,22,22
1,0101,10,2022,7,4,2022,1,0101,40,37,4,4,320,320,5,5,22,22
1,0101,6,2022,29,3,2022,1,0101,40,39,4,4,320,320,5,5,22,22
17,1701,5,2022,28,3,2022,1,0101,42,40,4,4,320,320,5,5,22,22
1,0101,6,2022,16,5,2022,1,0101,36,36,4,4,320,320,6,5,22,22
1,0101,8,2022,29,6,2022,1,0101,33,30,5,9,340,320,9,5,22,22
1,0101,6,2022,16,5,2022,1,0101,999,59,9,4,320,320,9,5,22,22
1,0101,6,2022,8,6,2022,1,0101,999,999,9,9,320,320,9,9,22,22
16,1601,1,2023,2,9,2022,1,0101,999,999,9,9,320,320,9,9,22,22
1,0101,1,2023,1,12,2022,1,0101,45,39,4,4,320,320,5,5,22,22
1,0101,6,2022,27,4,2022,1,0101,999,999,9,9,320,320,9,9,22,22
1,0101,9,2022,7,9,2022,1,0101,35,35,4,4,320,320,5,5,22,22
1,0101,6,2022,7,2,2022,1,0101,999,999,9,9,320,320,9,9,22,23
1,0101,9,2022,17,8,2022,1,0101,999,999,9,9,320,320,9,9,22,23
1,0101,8,2022,9,8,2022,1,0101,67,48,4,9,320,320,5,9,22,24
1,0101,5,2022,31,3,2022,1,0101,40,39,4,4,320,320,5,5,22,26
1,0101,7,2022,18,5,2022,1,0101,53,34,4,4,320,320,5,9,22,26
1,0101,3,2023,26,10,2022,1,0101,32,33,4,4,320,320,5,4,22,32
1,0101,11,2022,10,10,2022,1,0101,999,999,9,9,320,320,9,9,22,41
21,2101,9,2022,6,7,2022,1,0101,40,33,4,9,320,320,5,4,22,43
1,0101,8,2022,30,6,2022,1,0101,62,39,4,4,320,320,5,4,22,43
1,0101,8,2022,20,6,2022,1,0101,47,44,4,4,320,320,5,4,22,44
1,0101,5,2022,28,4,2022,1,0101,55,50,4,4,320,320,5,3,22,97
3,0314,1,2023,15,12,2022,1,0101,38,40,4,4,320,320,5,4,22,97
1,0101,9,2022,19,8,2022,1,0101,999,999,9,9,320,320,9,9,22,97
1,0101,8,2022,27,7,2022,1,0101,38,32,4,4,320,320,5,4,22,97
9,0901,8,2022,23,6,2022,1,0101,65,52,4,1,320,320,5,5,22,97
1,0101,8,2022,18,8,2022,1,0101,44,44,9,4,320,320,5,5,22,97
11,1101,10,2022,10,10,2022,3,0301,35,42,4,4,320,320,5,5,22,26
5,0505,6,2022,7,6,2022,5,0501,35,32,4,4,320,320,9,4,22,97
8,0801,7,2022,22,6,2022,8,0801,32,26,1,1,320,320,5,3,22,97
8,0801,8,2022,30,6,2022,8,0801,34,34,4,1,320,320,5,4,22,97
9,0901,4,2022,14,2,2022,9,0901,42,34,4,4,320,320,5,5,22,22
9,0908,8,2022,16,8,2022,9,0901,35,35,4,4,320,320,5,5,22,22
9,0901,5,2022,20,5,2022,9,0901,68,58,4,5,320,32,5,4,22,52
9,0901,5,2022,25,4,2022,9,0901,42,38,4,4,320,320,5,1,22,97
6,0601,6,2022,23,5,2022,12,1201,39,36,4,4,320,320,5,5,22,97
11,1101,8,2022,29,6,2022,13,1301,40,41,4,4,320,320,5,5,22,22
1,0101,11,2022,29,4,2022,13,1301,66,62,4,4,320,320,5,5,22,97
18,1801,9,2022,11,7,2022,16,1601,33,38,4,4,320,320,9,5,22,22
19,1901,3,2022,3,3,2022,19,1901,58,58,4,4,320,320,5,5,22,11
1,0101,1,2023,31,8,2022,22,2201,27,28,4,4,320,320,5,5,22,97
1,0101,11,2022,27,10,2022,1,0102,42,40,4,4,320,320,5,5,22,22
1,0101,9,2022,11,8,2022,1,0102,46,34,4,4,320,320,5,5,22,24
9,0901,10,2022,3,10,2022,8,0802,27,32,1,4,320,320,5,5,22,22
9,0916,7,2022,12,7,2022,13,1302,63,52,4,9,320,320,5,9,22,99
17,1701,1,2023,13,12,2022,17,1703,37,34,4,4,320,320,5,4,22,41
1,0101,2,2022,13,1,2022,18,1803,39,35,9,4,320,320,5,5,22,97
5,0506,7,2022,16,5,2022,5,0506,40,42,4,4,320,320,5,5,22,24
1,0101,3,2023,21,10,2022,1,0108,999,999,9,9,320,320,9,9,22,22
1,0101,7,2022,8,3,2022,1,0108,30,30,4,4,320,320,5,4,22,97
1,0101,9,2022,17,8,2022,1,0108,40,42,4,9,320,320,5,9,22,97
4,0414,11,2022,4,11,2022,4,0410,48,49,4,1,320,320,5,4,22,23
1,0101,5,2022,17,5,2022,20,2011,50,29,5,4,320,320,9,4,22,97
17,1712,8,2022,19,7,2022,17,1712,41,37,4,5,320,340,5,5,22,22
1,0101,10,2022,23,9,2022,1,0115,55,50,4,4,320,320,5,5,22,12
9,0917,11,2022,7,10,2022,9,0917,49,45,4,5,320,320,5,2,22,91
1,0101,10,2022,14,9,2022,9,0920,45,37,4,4,320,320,5,5,22,22
4,0410,1,2023,30,11,2022,9,0920,37,34,4,4,320,320,5,5,22,97
1,0113,9,2022,16,8,2022,1,0101,32,37,4,4,320,320,9,5,23,23
2,0201,6,2022,3,5,2022,1,0101,999,999,9,9,320,320,9,9,23,23
7,0701,11,2022,19,8,2022,1,0101,36,43,4,9,320,718,4,9,23,23
1,0101,12,2022,30,8,2022,1,0101,34,33,4,4,320,320,4,4,23,23
1,0103,6,2022,8,4,2022,1,0101,31,29,4,4,320,320,5,4,23,23
1,0101,12,2022,14,12,2022,1,0101,54,50,4,4,320,320,4,4,23,24
1,0101,11,2022,29,9,2022,1,0101,34,40,9,9,1020,320,9,5,23,26
1,0101,2,2022,11,1,2022,1,0101,35,41,4,4,320,320,4,5,23,26
14,1410,4,2022,6,4,2022,1,0101,31,25,4,4,320,320,4,4,23,35
1,0101,2,2023,25,10,2022,1,0101,999,999,9,9,320,320,9,9,23,35
16,1601,12,2022,20,7,2022,1,0101,999,999,9,9,320,320,9,9,23,41
1,0101,11,2022,8,9,2022,1,0101,999,999,9,9,320,320,9,1,23,97
1,0101,9,2022,12,8,2022,1,0101,35,33,4,4,320,320,4,4,23,97
1,0111,2,2022,25,1,2022,1,0101,999,999,9,9,9999,320,9,1,23,97
1,0101,4,2022,16,2,2022,1,0101,33,30,4,9,320,320,4,1,23,97
1,0101,5,2022,28,2,2022,1,0101,33,30,4,9,320,840,5,4,23,97
1,0101,9,2022,26,8,2022,1,0101,32,39,4,4,320,320,4,4,23,97
1,0101,1,2023,25,11,2022,1,0101,34,34,4,4,320,320,4,4,23,97
1,0101,11,2022,6,10,2022,1,0101,999,999,9,9,320,320,9,9,23,97
1,0101,9,2022,23,8,2022,1,0101,38,32,9,9,320,320,9,9,23,97
1,0101,1,2023,19,12,2022,1,0101,41,35,4,9,320,568,4,5,23,97
1,0101,4,2022,23,2,2022,1,0101,999,999,9,9,320,320,9,9,23,99
2,0201,8,2022,28,7,2022,2,0201,69,64,4,4,320,320,4,4,23,97
3,0301,10,2022,24,8,2022,3,0301,28,26,9,4,340,320,5,4,23,97
4,0413,11,2022,8,9,2022,4,0401,34,32,4,4,320,320,4,5,23,23
4,0401,6,2022,18,4,2022,4,0401,31,25,9,4,320,320,4,4,23,97
5,0501,2,2022,17,2,2022,5,0501,32,27,4,4,320,320,4,3,23,97
6,0601,9,2022,1,7,2022,6,0601,34,31,4,4,320,320,4,4,23,43
1,0115,8,2022,25,7,2022,9,0901,47,38,4,4,320,320,5,4,23,23
9,0901,8,2022,15,7,2022,9,0901,77,75,4,4,320,320,5,5,23,23
9,0901,6,2022,22,6,2022,9,0901,39,35,9,4,320,320,9,3,23,97
9,0901,3,2022,21,3,2022,9,0901,999,999,4,4,320,320,9,1,23,97
9,0901,6,2022,8,6,2022,9,0901,47,999,4,9,320,320,4,9,23,97
9,0901,10,2022,15,3,2022,9,0901,29,29,4,4,320,320,4,3,23,97
10,1001,9,2022,8,9,2022,10,1001,41,33,4,4,320,320,4,4,23,23
10,1001,8,2022,9,3,2022,10,1001,999,999,9,9,320,320,9,9,23,23
10,1001,10,2022,13,10,2022,10,1001,31,32,4,4,320,320,4,4,23,97
10,1001,5,2022,7,4,2022,10,1001,30,22,4,9,320,320,4,9,23,97
10,1001,9,2022,8,9,2022,10,1001,36,32,4,4,320,320,5,5,23,97
11,1101,3,2023,21,11,2022,11,1101,38,37,4,4,320,320,5,5,23,23
11,1103,11,2022,29,8,2022,11,1101,53,32,4,4,320,320,5,5,23,35
11,1101,11,2022,13,10,2022,11,1101,27,27,4,4,320,320,4,4,23,51
11,1101,6,2022,12,4,2022,11,1101,35,31,4,9,320,320,4,1,23,97
11,1101,1,2023,18,11,2022,11,1101,37,39,4,4,320,320,5,9,23,97
11,1101,12,2022,7,7,2022,11,1101,30,26,4,4,320,320,4,4,23,97
12,1201,7,2022,26,4,2022,12,1201,27,26,4,4,320,320,9,4,23,23
12,1201,3,2022,7,1,2022,12,1201,35,35,4,4,320,320,4,4,23,23
12,1201,7,2022,12,7,2022,12,1201,42,41,4,4,320,320,9,4,23,52
12,1201,1,2023,14,11,2022,12,1201,999,999,9,9,320,222,9,9,23,97
12,1201,8,2022,13,7,2022,12,1201,44,43,4,4,320,320,5,4,23,97
12,1201,6,2022,2,6,2022,12,1201,999,999,4,4,320,320,9,9,23,97
13,1327,10,2022,29,9,2022,13,1301,63,56,1,1,320,320,4,1,23,53
13,1301,4,2022,28,1,2022,13,1301,33,33,4,4,320,320,5,4,23,23
13,1301,10,2022,25,7,2022,13,1301,33,27,1,1,320,320,4,4,23,23
13,1301,8,2022,26,5,2022,13,1301,27,30,4,4,320,320,4,4,23,23
13,1301,5,2023,28,10,2022,13,1301,30,28,4,4,320,320,4,3,23,97
13,1301,2,2022,1,2,2022,13,1301,60,67,4,4,320,320,4,4,23,97
14,1401,11,2022,24,10,2022,14,1401,35,34,1,1,320,320,5,4,23,23
14,1401,12,2022,30,9,2022,14,1401,36,36,4,1,320,320,4,5,23,23
14,1401,5,2022,7,3,2022,14,1401,29,27,4,4,320,320,4,3,23,97
14,1403,6,2023,18,2,2022,14,1401,28,20,4,9,320,320,4,3,23,97
14,1401,11,2022,9,8,2022,14,1401,33,29,4,4,320,320,4,4,23,97
15,1507,9,2022,27,5,2022,15,1501,59,52,4,4,320,320,4,4,23,32
15,1501,6,2022,29,4,2022,15,1501,42,38,4,4,320,320,4,4,23,23
15,1501,12,2022,19,10,2022,15,1501,999,999,9,9,320,320,9,9,23,97
3,0308,3,2022,1,3,2022,16,1601,62,38,4,4,320,320,4,9,23,23
16,1604,2,2023,20,6,2022,16,1601,38,40,4,4,320,320,4,4,23,23
16,1601,2,2022,14,1,2022,16,1601,39,35,4,4,320,320,5,4,23,23
16,1601,6,2023,14,11,2022,16,1601,33,32,4,4,320,320,4,4,23,97
17,1701,3,2022,13,1,2022,17,1701,53,48,9,9,320,320,4,4,23,23
