DEPREG,MUPREG,MESREG,AÑOREG,DIAOCU,MESOCU,AÑOOCU,DEPOCU,MUPOCU,EDADHOM,EDADMUJ,PPERHOM,PPERMUJ,NACHOM,NACMUJ,ESCHOM,ESCMUJ,CIUOHOM,CIUOMUJ
1,0101,8,2019,25,7,2019,1,0108,40,38,4,4,320,320,4,5,52,21
18,1801,8,2019,7,8,2019,18,1801,44,39,4,4,320,1026,5,9,52,21
16,1601,9,2019,28,8,2019,16,1601,43,32,4,4,320,320,4,5,71,21
1,0101,5,2019,3,5,2019,1,0101,44,32,4,4,320,320,4,5,73,21
19,1905,11,2019,6,9,2019,19,1905,24,34,4,4,320,320,3,5,83,21
1,0109,10,2019,30,8,2019,1,0101,44,44,9,4,320,320,1,5,97,21
1,0101,12,2019,29,10,2019,1,0101,37,33,4,4,320,320,4,5,97,21
1,0101,11,2019,5,11,2019,1,0101,43,40,4,4,320,320,5,9,97,21
1,0101,4,2019,22,2,2019,1,0101,35,34,4,4,320,320,5,5,97,21
1,0101,2,2020,22,10,2019,1,0101,38,41,4,4,320,320,5,9,97,21
1,0101,7,2019,14,5,2019,1,0101,35,38,4,4,320,320,5,5,97,21
1,0101,1,2020,28,11,2019,1,0101,999,999,9,9,320,320,9,9,97,21
21,2101,9,2019,13,6,2019,21,2101,35,36,9,9,320,484,9,5,97,21
1,0101,5,2019,28,2,2019,1,0101,999,999,9,9,320,320,9,9,97,21
20,2001,9,2019,7,3,2019,20,2004,40,36,4,4,320,320,9,9,97,21
1,0101,11,2019,26,8,2019,1,0101,39,37,4,4,320,320,9,5,12,22
21,2101,4,2019,22,2,2019,21,2101,36,37,4,4,320,320,5,5,21,22
1,0101,6,2019,9,5,2019,1,0102,52,51,4,4,320,320,5,5,21,22
1,0101,12,2019,15,10,2019,1,0101,33,34,4,4,320,320,5,5,21,22
1,0101,11,2019,10,10,2019,1,0101,36,37,4,4,320,320,5,9,21,22
1,0106,7,2019,21,5,2019,1,0101,999,999,9,9,320,1020,9,9,21,22
9,0901,7,2019,25,4,2019,9,0901,38,29,4,9,484,320,5,5,22,22
4,0414,10,2019,15,8,2019,4,0414,33,28,4,9,320,320,5,5,22,22
9,0901,5,2019,23,5,2019,9,0901,32,32,4,4,320,320,5,5,22,22
3,0301,4,2019,22,4,2019,3,0301,41,36,4,4,320,320,5,5,22,22
5,0504,5,2019,25,2,2019,5,0502,26,27,4,4,320,320,5,5,22,22
22,2201,7,2019,10,7,2019,1,0101,32,28,4,4,320,320,5,5,22,22
22,2201,9,2019,15,7,2019,22,2201,37,34,4,4,320,320,5,5,22,22
9,0901,9,2019,7,8,2019,12,1201,33,35,1,4,320,320,5,5,22,22
9,0901,10,2019,1,10,2019,9,0923,38,32,4,4,320,320,5,5,22,22
9,0901,11,2019,18,9,2019,9,0920,33,32,4,4,320,320,5,5,22,22
1,0101,2,2020,9,1,2019,1,0101,38,35,4,4,320,320,5,5,22,22
1,0101,1,2020,6,9,2019,1,0101,31,34,4,4,320,320,5,5,22,22
1,0114,4,2019,12,2,2019,1,0114,57,57,4,4,320,320,5,5,22,22
9,0909,11,2019,7,5,2019,9,0909,30,27,1,1,320,320,5,5,22,22
22,2201,5,2019,21,1,2019,1,0101,33,32,4,4,320,320,5,5,22,22
1,0106,7,2019,21,3,2019,1,0101,43,35,4,4,320,320,5,5,22,22
1,0106,3,2019,28,1,2019,1,0106,57,52,4,4,320,320,6,5,22,22
1,0109,1,2020,25,11,2019,1,0113,35,33,4,4,320,484,6,5,22,22
1,0101,3,2019,20,3,2019,1,0108,52,40,4,4,320,320,6,9,22,22
13,1301,9,2019,6,6,2019,9,0901,40,36,4,4,320,320,6,5,22,22
1,0101,11,2019,7,6,2019,1,0101,999,51,9,4,320,320,9,5,22,22
1,0101,10,2019,23,5,2019,1,0101,42,36,9,9,320,320,9,9,22,22
16,1601,6,2019,20,2,2019,1,0113,999,999,9,9,320,320,9,9,22,22
19,1901,10,2019,11,9,2019,1,0101,999,999,9,9,320,320,9,9,22,22
1,0101,3,2020,22,10,2019,1,0101,999,999,9,9,320,320,9,9,22,22
1,0101,4,2020,8,11,2019,1,0101,999,999,9,9,320,320,9,9,22,22
13,1301,7,2019,26,4,2019,13,1301,39,32,4,4,320,320,4,5,23,22
1,0101,9,2019,9,8,2019,1,0101,26,33,4,4,320,320,9,5,24,22
1,0101,1,2019,4,1,2019,19,1901,50,49,4,4,320,320,5,5,26,22
1,0101,9,2019,15,2,2019,1,0103,37,33,4,4,320,320,5,5,26,22
9,0914,10,2019,4,10,2019,9,0901,999,999,9,9,320,320,5,5,26,22
14,1401,2,2020,5,9,2019,14,1401,37,37,4,4,320,320,5,5,26,22
1,0101,11,2019,5,11,2019,1,0101,34,38,9,9,724,320,9,9,26,22
10,1001,11,2019,30,9,2019,10,1001,38,36,4,4,320,320,5,5,31,22
11,1101,3,2019,2,1,2019,1,0101,999,999,9,9,320,320,9,9,31,22
11,1101,1,2020,13,6,2019,11,1101,40,36,4,4,320,320,4,5,35,22
21,2101,2,2020,4,11,2019,16,1601,39,36,4,4,320,320,3,5,52,22
9,0920,2,2020,2,12,2019,9,0920,31,41,4,4,320,320,4,5,52,22
9,0909,4,2019,21,1,2019,9,0909,44,48,1,1,320,320,4,5,52,22
1,0101,8,2019,12,7,2019,1,0102,999,999,9,9,320,320,1,9,83,22
13,1301,2,2020,5,11,2019,13,1312,29,30,4,4,320,320,2,5,92,22
1,0113,7,2019,13,2,2019,1,0101,36,37,9,4,320,320,1,5,97,22
1,0106,9,2019,1,8,2019,1,0101,35,41,9,4,320,320,1,5,97,22
1,0101,10,2019,26,6,2019,1,0108,38,39,4,4,320,320,4,5,97,22
9,0901,11,2019,15,11,2019,9,0901,36,34,4,4,320,320,4,5,97,22
1,0101,5,2019,11,2,2019,15,1504,36,36,4,4,320,320,4,5,97,22
3,0301,5,2019,14,5,2019,9,0901,32,33,4,4,320,320,4,9,97,22
1,0101,7,2019,20,5,2019,1,0101,30,30,4,4,320,320,4,5,97,22
9,0901,3,2019,7,3,2019,9,0901,30,31,4,4,320,320,5,5,97,22
1,0101,2,2019,9,1,2019,1,0101,30,28,1,4,320,320,5,5,97,22
1,0101,10,2019,12,9,2019,1,0101,42,36,4,4,320,320,5,5,97,22
1,0101,3,2019,15,2,2019,1,0101,40,37,4,5,320,320,5,5,97,22
1,0101,10,2019,17,7,2019,1,0101,49,49,4,4,320,320,5,5,97,22
3,0301,7,2019,27,5,2019,1,0101,999,999,9,9,152,320,9,9,97,22
1,0101,3,2020,22,7,2019,1,0101,999,999,9,9,320,320,9,9,97,22
1,0101,10,2019,22,8,2019,1,0108,54,52,9,4,320,320,9,9,97,22
4,0401,10,2019,13,9,2019,4,0401,999,40,9,4,320,320,9,9,99,22
1,0101,10,2019,11,9,2019,1,0101,999,999,9,9,320,320,9,9,1,23
1,0101,4,2019,29,3,2019,1,0101,47,45,4,9,320,320,9,4,11,23
1,0101,9,2019,8,8,2019,5,0502,35,31,4,4,320,320,5,5,12,23
1,0106,8,2019,19,6,2019,1,0101,999,999,9,9,320,320,9,9,12,23
1,0113,5,2019,28,3,2019,1,0101,48,41,4,4,320,320,5,4,21,23
1,0101,6,2019,25,3,2019,1,0101,41,28,4,4,320,320,5,4,21,23
1,0101,3,2019,30,1,2019,3,0307,38,37,9,5,320,320,5,4,21,23
13,1301,1,2020,29,10,2019,13,1301,38,39,4,4,320,320,5,4,21,23
1,0103,2,2020,13,3,2019,1,0101,33,33,4,4,320,320,5,5,21,23
1,0101,8,2019,11,6,2019,1,0101,999,999,9,9,320,320,9,9,21,23
13,1301,7,2019,23,5,2019,13,1323,67,63,1,1,320,320,5,5,22,23
21,2101,3,2019,30,1,2019,21,2101,27,26,4,4,320,320,4,4,23,23
21,2101,3,2019,21,1,2019,21,2101,49,25,4,4,320,320,4,4,23,23
14,1413,5,2019,10,1,2019,14,1413,30,29,1,1,320,320,4,4,23,23
15,1501,5,2019,7,2,2019,15,1501,59,47,4,4,320,320,4,4,23,23
10,1008,5,2019,21,1,2019,10,1008,24,24,1,4,320,320,4,4,23,23
6,0602,5,2019,10,4,2019,6,0602,30,33,4,4,320,320,4,4,23,23
1,0106,5,2019,19,3,2019,20,2011,67,56,4,4,320,320,4,4,23,23
14,1413,6,2019,14,5,2019,14,1413,24,26,1,1,320,320,4,4,23,23
17,1703,8,2019,10,6,2019,17,1701,29,33,4,4,320,320,4,4,23,23
19,1901,8,2019,8,3,2019,19,1901,31,30,4,4,320,320,4,4,23,23
21,2101,8,2019,2,8,2019,21,2101,40,34,9,9,320,320,4,4,23,23
21,2101,9,2019,9,8,2019,21,2107,32,32,4,4,320,320,4,4,23,23
14,1401,9,2019,10,7,2019,14,1401,44,31,4,4,320,320,4,4,23,23
15,1501,10,2019,27,8,2019,15,1501,25,24,4,4,320,320,4,4,23,23
17,1713,10,2019,10,9,2019,17,1706,29,29,4,4,320,320,4,4,23,23
17,1712,10,2019,12,9,2019,17,1709,36,32,4,4,320,320,4,4,23,23
7,0706,10,2019,16,7,2019,7,0706,35,35,1,1,320,320,4,4,23,23
21,2101,1,2020,4,11,2019,21,2104,29,30,4,4,320,320,4,4,23,23
4,0401,1,2020,29,10,2019,4,0411,45,44,4,4,320,320,4,4,23,23
7,0701,3,2020,9,12,2019,7,0701,37,33,1,1,320,320,4,4,23,23
14,1413,7,2019,2,4,2019,14,1405,38,999,4,9,320,320,4,9,23,23
1,0114,1,2020,9,7,2019,1,0101,35,31,4,4,320,320,4,4,23,23
8,0801,11,2019,1,10,2019,8,0801,28,27,1,9,320,320,4,9,23,23
16,1603,5,2019,13,3,2019,16,1602,60,43,1,4,320,320,4,4,23,23
10,1001,9,2019,30,7,2019,10,1001,25,23,4,4,320,320,4,4,23,23
12,1215,12,2019,27,9,2019,12,1215,32,42,4,4,320,320,4,4,23,23
10,1004,5,2020,2,12,2019,10,1010,28,28,4,4,320,320,4,4,23,23
21,2101,4,2019,21,2,2019,21,2101,32,28,4,4,320,320,4,4,23,23
1,0107,6,2019,15,4,2019,1,0106,44,46,4,4,320,320,4,4,23,23
9,0902,8,2019,18,7,2019,9,0902,33,29,4,4,320,840,4,4,23,23
7,0701,8,2019,6,5,2019,7,0701,31,25,1,1,320,320,4,4,23,23
19,1901,6,2019,20,3,2019,19,1901,31,30,4,4,320,320,4,4,23,23
1,0101,11,2019,17,7,2019,1,0101,31,28,9,4,320,320,4,4,23,23
8,0801,2,2020,17,12,2019,8,0801,29,24,1,5,320,320,5,4,23,23
9,0901,1,2019,24,1,2019,9,0901,42,34,4,4,320,320,5,4,23,23
8,0802,4,2019,26,3,2019,8,0801,29,23,1,1,320,320,5,4,23,23
17,1703,1,2020,11,10,2019,17,1701,37,30,4,4,320,320,5,4,23,23
1,0108,10,2019,10,7,2019,4,0407,61,58,1,1,320,320,5,4,23,23
18,1804,2,2020,8,8,2019,18,1801,999,40,9,4,320,320,9,5,23,23
22,2208,9,2019,25,1,2019,22,2208,31,28,4,4,320,320,9,4,23,23
7,0719,11,2019,4,9,2019,7,0713,40,34,9,1,320,320,9,4,23,23
21,2101,11,2019,2,5,2019,21,2101,999,39,9,4,320,320,9,5,23,23
1,0113,10,2019,9,8,2019,1,0101,999,999,9,9,320,320,9,9,23,23
4,0401,11,2019,2,9,2019,4,0401,45,46,9,9,320,320,9,9,23,23
21,2101,4,2019,13,3,2019,21,2101,999,999,9,9,320,320,9,9,23,23
2,0201,5,2019,15,4,2019,2,0205,999,999,9,9,320,320,9,9,23,23
21,2101,5,2019,20,3,2019,21,2106,999,999,9,9,320,320,9,9,23,23
20,2003,6,2019,25,1,2019,20,2003,999,999,9,9,320,320,9,9,23,23
21,2101,8,2019,11,7,2019,21,2101,999,999,9,9,320,320,9,9,23,23
20,2001,8,2019,21,5,2019,20,2001,999,999,9,9,320,320,9,9,23,23
1,0101,9,2019,28,3,2019,1,0101,999,999,9,9,1020,320,9,9,23,23
10,1006,10,2019,19,6,2019,10,1006,999,999,4,4,320,320,9,9,23,23
10,1007,11,2019,25,9,2019,10,1007,999,999,9,9,320,320,9,9,23,23
21,2101,1,2020,27,11,2019,20,2011,999,999,9,9,320,320,9,9,23,23
1,0106,10,2019,8,8,2019,1,0101,999,999,9,9,320,320,9,9,23,23
21,2101,1,2020,14,11,2019,21,2103,999,999,9,9,320,320,9,9,23,23
1,0112,1,2020,17,7,2019,1,0101,999,999,9,9,320,320,9,9,23,23
7,0701,5,2019,14,2,2019,7,0704,999,999,4,1,320,320,9,9,23,23
9,0901,7,2019,29,5,2019,9,0920,60,57,9,9,320,320,9,9,23,23
1,0101,9,2019,14,1,2019,1,0115,999,999,9,9,320,320,9,9,23,23
1,0101,1,2020,16,8,2019,1,0101,52,47,4,4,320,320,5,4,24,23
1,0101,2,2020,28,11,2019,1,0101,999,999,9,9,320,320,9,9,24,23
1,0101,5,2019,11,4,2019,3,0306,40,35,4,9,320,320,5,4,25,23
9,0901,1,2019,15,1,2019,9,0901,43,42,4,4,320,320,5,4,26,23
3,0301,7,2019,21,5,2019,16,1601,50,47,4,4,320,320,5,5,26,23
1,0101,1,2020,27,11,2019,20,2009,64,32,4,4,320,320,5,4,26,23
1,0115,8,2019,5,4,2019,1,0101,41,41,4,4,320,320,5,4,26,23
1,0101,9,2019,1,8,2019,17,1712,38,37,4,4,320,222,5,9,26,23
19,1901,10,2019,19,9,2019,1,0101,999,999,9,9,320,320,9,9,26,23
4,0403,8,2019,24,6,2019,4,0403,34,32,1,4,320,320,4,4,31,23
17,1703,6,2019,7,5,2019,17,1703,50,43,4,4,320,320,4,5,31,23
1,0115,9,2019,22,8,2019,1,0115,29,28,4,4,320,320,4,4,31,23
21,2101,4,2019,21,3,2019,22,2205,32,30,4,4,320,320,4,4,31,23
1,0106,9,2019,2,8,2019,1,0101,30,33,4,4,320,320,4,4,31,23
11,1104,12,2019,11,10,2019,11,1101,25,24,4,4,320,320,4,4,31,23
5,0501,12,2019,9,9,2019,5,0501,25,24,4,4,320,320,4,4,31,23
1,0102,1,2020,18,6,2019,1,0116,26,27,4,4,320,320,4,4,31,23
4,0401,2,2020,3,12,2019,4,0401,21,34,5,1,320,320,4,4,31,23
9,0903,2,2019,4,2,2019,9,0901,38,999,4,9,320,320,4,9,31,23
6,0601,12,2019,29,11,2019,6,0601,36,28,4,4,320,320,4,4,31,23
15,1501,2,2020,4,11,2019,15,1501,30,31,4,4,320,320,4,4,31,23
12,1201,6,2019,19,3,2019,12,1201,24,23,4,4,320,320,4,4,31,23
5,0501,12,2019,10,9,2019,5,0501,24,27,5,4,320,320,4,4,31,23
19,1901,1,2020,25,11,2019,19,1901,44,39,4,4,320,320,4,4,31,23
4,0401,4,2019,2,4,2019,4,0407,33,41,1,1,320,320,4,4,31,23
10,1001,11,2019,23,10,2019,10,1001,36,33,4,4,320,320,4,4,31,23
1,0106,7,2019,23,5,2019,1,0101,38,39,4,4,320,320,4,5,31,23
1,0101,6,2019,21,5,2019,1,0101,30,29,4,4,320,320,5,4,31,23
3,0301,8,2019,16,8,2019,3,0301,35,29,4,4,320,320,5,5,31,23
1,0101,4,2019,9,4,2019,1,0108,999,999,9,9,320,320,9,9,31,23
1,0101,8,2019,31,7,2019,1,0101,999,999,9,9,320,320,9,9,31,23
1,0101,12,2019,18,10,2019,1,0116,999,34,9,4,320,320,9,4,31,23
1,0101,5,2019,7,5,2019,1,0101,999,999,9,9,320,840,9,9,31,23
17,1714,9,2019,3,9,2019,17,1709,36,26,4,4,320,320,4,4,32,23
12,1222,12,2019,15,11,2019,12,1222,45,40,9,9,320,320,4,4,32,23
15,1501,9,2019,30,7,2019,15,1501,30,29,4,4,320,320,5,5,32,23
5,0506,9,2019,7,6,2019,5,0506,29,30,4,4,320,840,4,4,33,23
15,1501,10,2019,6,8,2019,15,1501,33,30,4,4,320,320,4,4,33,23
19,1905,10,2019,29,8,2019,19,1905,31,30,4,4,320,320,4,4,33,23
21,2101,1,2020,3,12,2019,21,2106,36,27,4,4,320,320,4,4,33,23
9,0901,10,2019,30,9,2019,9,0919,27,28,1,9,320,320,4,4,33,23
15,1501,8,2019,3,7,2019,15,1501,37,33,4,4,320,320,4,4,33,23
5,0501,8,2019,29,5,2019,5,0501,36,33,4,4,320,320,4,4,33,23
9,0901,4,2019,4,4,2019,9,0901,40,37,4,4,320,320,5,5,33,23
1,0104,6,2019,8,4,2019,22,2212,36,29,4,4,320,320,5,4,33,23
6,0601,1,2020,31,10,2019,6,0601,999,999,9,9,320,320,9,9,33,23
1,0115,5,2020,15,1,2019,7,0710,35,31,5,4,320,320,3,4,34,23
5,0501,5,2019,25,3,2019,5,0501,30,30,4,4,320,320,4,4,34,23
22,2201,8,2019,26,4,2019,22,2201,34,28,4,4,320,320,4,4,34,23
9,0901,10,2019,6,9,2019,9,0905,24,22,4,4,320,320,4,4,34,23
4,0401,11,2019,10,10,2019,4,0407,44,41,1,1,320,320,4,4,34,23
9,0901,4,2019,25,3,2019,9,0901,41,42,4,4,320,320,4,5,34,23
1,0101,1,2020,12,7,2019,1,0101,999,999,9,9,320,320,4,9,34,23
16,1601,7,2019,5,4,2019,16,1601,999,999,9,9,320,320,4,9,34,23
6,0611,10,2019,12,7,2019,6,0608,36,35,4,9,320,320,4,4,34,23
1,0101,9,2019,4,7,2019,1,0101,33,31,4,4,320,320,4,4,34,23
11,1101,7,2019,19,6,2019,10,1002,31,29,4,4,320,320,4,4,34,23
9,0901,8,2019,8,7,2019,9,0915,32,29,4,4,320,320,4,4,34,23
17,1701,10,2019,27,6,2019,17,1703,31,31,4,4,320,320,4,4,34,23
15,1501,1,2020,26,11,2019,15,1503,31,34,1,4,320,320,4,4,34,23
1,0101,4,2019,2,4,2019,1,0106,31,33,4,4,320,320,4,4,34,23
1,0117,11,2019,29,4,2019,1,0101,25,25,1,4,320,320,4,4,34,23
1,0101,6,2019,28,1,2019,1,0101,45,48,4,4,320,320,5,5,34,23
9,0901,3,2019,22,2,2019,9,0901,65,64,4,4,320,320,9,9,34,23
1,0106,10,2019,29,8,2019,1,0101,999,999,9,9,320,320,9,9,34,23
1,0101,2,2020,26,11,2019,1,0101,999,999,9,9,320,320,9,9,34,23
5,0503,5,2019,11,2,2019,5,0503,999,60,4,4,222,320,4,4,35,23
1,0101,3,2019,18,3,2019,1,0101,25,28,4,4,320,320,4,4,35,23
14,1413,8,2019,17,7,2019,14,1413,22,23,1,1,320,320,4,4,35,23
10,1003,6,2019,14,5,2019,10,1003,27,25,4,4,320,320,4,4,35,23
22,2205,11,2019,18,3,2019,22,2205,35,28,4,4,320,320,4,4,35,23
12,1222,12,2019,5,11,2019,12,1222,26,25,4,4,320,320,4,4,35,23
1,0101,2,2020,28,11,2019,1,0108,33,29,4,4,320,320,4,4,35,23
9,0920,10,2019,6,9,2019,9,0920,999,999,9,9,320,320,4,9,35,23
1,0101,11,2019,26,8,2019,1,0106,36,36,4,4,320,320,4,4,35,23
22,2214,3,2020,29,11,2019,22,2214,39,29,4,4,320,320,4,4,35,23
1,0101,3,2020,17,9,2019,1,0101,35,32,4,4,320,320,4,4,35,23
18,1804,4,2019,28,3,2019,18,1804,23,26,4,4,320,320,4,9,35,23
15,1501,6,2019,4,4,2019,15,1501,25,25,4,4,320,320,4,4,35,23
1,0101,8,2019,20,6,2019,1,0101,29,28,4,4,320,320,4,4,35,23
1,0105,8,2019,18,2,2019,4,0416,28,27,4,4,320,320,4,4,35,23
10,1001,1,2020,30,8,2019,10,1010,31,30,4,4,320,320,5,4,35,23
9,0901,8,2019,9,8,2019,9,0901,26,25,4,4,320,320,5,4,35,23
17,1712,9,2019,9,8,2019,17,1712,30,31,4,4,320,320,3,4,42,23
1,0101,2,2020,5,8,2019,1,0101,45,45,4,4,320,320,4,5,42,23
13,1301,2,2019,29,1,2019,13,1301,31,31,4,4,320,320,4,4,43,23
17,1701,4,2019,15,1,2019,17,1701,39,28,9,4,320,320,4,4,43,23
22,2216,5,2019,8,3,2019,22,2216,28,26,4,4,320,320,4,4,43,23
18,1801,5,2019,20,3,2019,18,1801,49,48,4,4,320,320,4,4,43,23
12,1230,5,2019,22,1,2019,12,1218,29,31,4,4,320,320,4,4,43,23
18,1804,8,2019,7,8,2019,20,2004,36,31,4,4,320,320,4,4,43,23
22,2201,9,2019,14,6,2019,22,2205,30,30,4,4,320,320,4,4,43,23
10,1001,9,2019,13,8,2019,10,1004,30,24,4,4,320,320,4,4,43,23
15,1505,9,2019,19,9,2019,15,1505,32,28,4,4,320,320,4,4,43,23
15,1501,9,2019,18,7,2019,15,1507,49,55,4,4,320,320,4,4,43,23
17,1706,10,2019,19,7,2019,17,1706,34,30,4,4,320,320,4,4,43,23
17,1706,11,2019,18,6,2019,17,1706,44,39,4,4,320,320,4,4,43,23
21,2101,1,2020,30,10,2019,22,2204,49,23,4,4,320,320,4,4,43,23
17,1703,6,2020,26,12,2019,17,1701,51,48,9,9,320,320,4,9,43,23
1,0101,6,2019,3,4,2019,1,0108,35,31,4,9,320,320,4,9,43,23
14,1406,8,2019,3,7,2019,14,1406,30,26,1,1,320,320,4,9,43,23
1,0107,6,2019,25,4,2019,1,0116,59,56,4,4,320,320,4,4,43,23
1,0106,9,2019,8,7,2019,1,0106,51,51,4,4,320,320,4,4,43,23
9,0920,1,2020,26,11,2019,12,1201,40,33,4,4,320,320,4,4,43,23
12,1202,6,2019,3,6,2019,12,1202,999,999,9,9,320,320,4,9,43,23
1,0106,6,2019,7,6,2019,1,0108,41,43,4,4,320,320,4,5,43,23
1,0101,8,2019,9,7,2019,1,0101,999,999,9,9,320,320,4,9,43,23
20,2001,2,2020,20,3,2019,20,2001,36,33,4,4,320,320,5,4,43,23
12,1215,6,2019,9,5,2019,12,1216,38,32,4,4,320,320,5,4,43,23
1,0116,5,2019,11,3,2019,1,0116,41,45,4,4,320,320,5,4,43,23
1,0102,1,2020,3,12,2019,1,0115,39,33,4,4,320,320,5,5,43,23
3,0308,11,2019,29,10,2019,1,0101,999,999,9,9,320,320,9,9,43,23
1,0101,4,2019,19,3,2019,1,0101,999,999,9,9,320,320,9,9,43,23
1,0101,5,2019,15,1,2019,1,0101,999,999,9,9,320,320,9,9,43,23
